Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Ivan Rakitic,Sevilla FC,Central Midfield,"Mar 10, 1988",35,Croatia,€4.00m
Thomas Delaney,Sevilla FC,Central Midfield,"Sep 3, 1991",31,Denmark,€2.00m
Manu Bueno,Sevilla FC,Central Midfield,"Jul 27, 2004",18,Spain,€300k
Xavi Sintes,Sevilla FC,Central Midfield,"Aug 5, 2001",21,Spain,€150k
Isco,Sevilla FC,Attacking Midfield,"Apr 21, 1992",31,Spain,€5.00m
Carlos Álvarez,Sevilla FC,Attacking Midfield,"Aug 6, 2003",19,Spain,€400k
Nacho Quintana,Sevilla FC,Attacking Midfield,"Feb 23, 2001",22,Spain,€200k
Lucas Ocampos,Sevilla FC,Left Winger,"Jul 11, 1994",28,Argentina,€12.00m
Papu Gómez,Sevilla FC,Left Winger,"Feb 15, 1988",35,Argentina,€3.00m
Bryan Gil,Sevilla FC,Right Winger,"Feb 11, 2001",22,Spain,€15.00m
Erik Lamela,Sevilla FC,Right Winger,"Mar 4, 1992",31,Argentina,€9.00m
Jesús Corona,Sevilla FC,Right Winger,"Jan 6, 1993",30,Mexico,€8.00m
Adnan Januzaj,Sevilla FC,Right Winger,"Feb 5, 1995",28,Belgium,€6.00m
Suso,Sevilla FC,Right Winger,"Nov 19, 1993",29,Spain,€6.00m
Munir El Haddadi,Sevilla FC,Right Winger,"Sep 1, 1995",27,Morocco,€3.50m
Youssef En-Nesyri,Sevilla FC,Centre-Forward,"Jun 1, 1997",26,Morocco,€20.00m
Rafa Mir,Sevilla FC,Centre-Forward,"Jun 18, 1997",26,Spain,€10.00m
Kasper Dolberg,Sevilla FC,Centre-Forward,"Oct 6, 1997",25,Denmark,€7.00m
Iván Romero,Sevilla FC,Centre-Forward,"Apr 10, 2001",22,Spain,€800k
Unai Simón,Athletic Bilbao,Goalkeeper,"Jun 11, 1997",26,Spain,€25.00m
Julen Agirrezabala,Athletic Bilbao,Goalkeeper,"Dec 26, 2000",22,Spain,€5.00m
Ibon Ispizua,Athletic Bilbao,Goalkeeper,"Apr 8, 2003",20,Spain,€100k
Ander Iru,Athletic Bilbao,Goalkeeper,"Aug 22, 1998",24,Spain,€100k
Yeray Álvarez,Athletic Bilbao,Centre-Back,"Jan 24, 1995",28,Spain,€15.00m
Dani Vivian,Athletic Bilbao,Centre-Back,"Jul 5, 1999",23,Spain,€14.00m
Iñigo Martínez,Athletic Bilbao,Centre-Back,"May 17, 1991",32,Spain,€10.00m
Aitor Paredes,Athletic Bilbao,Centre-Back,"Apr 29, 2000",23,Spain,€1.00m
Yuri Berchiche,Athletic Bilbao,Left-Back,"Feb 10, 1990",33,Spain,€2.00m
Mikel Balenziaga,Athletic Bilbao,Left-Back,"Feb 29, 1988",35,Spain,€500k
Iñigo Lekue,Athletic Bilbao,Right-Back,"May 4, 1993",30,Spain,€3.00m
Óscar de Marcos,Athletic Bilbao,Right-Back,"Apr 14, 1989",34,Spain,€1.80m
Ander Capa,Athletic Bilbao,Right-Back,"Feb 8, 1992",31,Spain,€1.80m
Mikel Vesga,Athletic Bilbao,Defensive Midfield,"Apr 8, 1993",30,Spain,€6.00m
Peru Nolaskoain,Athletic Bilbao,Defensive Midfield,"Oct 25, 1998",24,Spain,€1.00m
Unai Vencedor,Athletic Bilbao,Central Midfield,"Nov 15, 2000",22,Spain,€9.00m
Oier Zarraga,Athletic Bilbao,Central Midfield,"Jan 4, 1999",24,Spain,€3.00m
Ander Herrera,Athletic Bilbao,Central Midfield,"Aug 14, 1989",33,Spain,€2.50m
Dani García,Athletic Bilbao,Central Midfield,"May 24, 1990",33,Spain,€2.00m
Junior Bita,Athletic Bilbao,Central Midfield,"Jun 8, 2005",18,Spain,€50k
Oihan Sancet,Athletic Bilbao,Attacking Midfield,"Apr 25, 2000",23,Spain,€30.00m
Iker Muniain,Athletic Bilbao,Attacking Midfield,"Dec 19, 1992",30,Spain,€9.00m
Unai Gómez,Athletic Bilbao,Attacking Midfield,"May 25, 2003",20,Spain,€100k
Nico Williams,Athletic Bilbao,Left Winger,"Jul 12, 2002",20,Spain,€30.00m
Álex Berenguer,Athletic Bilbao,Left Winger,"Jul 4, 1995",27,Spain,€15.00m
Jon Morcillo,Athletic Bilbao,Left Winger,"Sep 15, 1998",24,Spain,€3.00m
Adu Ares,Athletic Bilbao,Left Winger,"Oct 12, 2001",21,Spain,€500k
Iñaki Williams,Athletic Bilbao,Right Winger,"Jun 15, 1994",29,Ghana,€25.00m
Asier Villalibre,Athletic Bilbao,Centre-Forward,"Sep 30, 1997",25,Spain,€2.50m
Raúl García,Athletic Bilbao,Centre-Forward,"Jul 11, 1986",36,Spain,€2.50m
Gorka Guruzeta,Athletic Bilbao,Centre-Forward,"Sep 12, 1996",26,Spain,€2.00m
Sergio Herrera,CA Osasuna,Goalkeeper,"Jun 5, 1993",30,Spain,€8.00m
Aitor Fernández,CA Osasuna,Goalkeeper,"May 3, 1991",32,Spain,€3.00m
Juan Pérez,CA Osasuna,Goalkeeper,"Jul 15, 1996",26,Spain,€600k
Darío Ramos,CA Osasuna,Goalkeeper,"Oct 19, 1999",23,Spain,€200k
Pablo Valencia,CA Osasuna,Goalkeeper,"Mar 16, 2001",22,Spain,€200k
Yoel Ramírez,CA Osasuna,Goalkeeper,"Feb 5, 2002",21,Spain,€50k
David García,CA Osasuna,Centre-Back,"Feb 14, 1994",29,Spain,€20.00m
Unai García,CA Osasuna,Centre-Back,"Feb 3, 1992",31,Spain,€2.50m
Aridane Hernández,CA Osasuna,Centre-Back,"Mar 23, 1989",34,Spain,€1.00m
Jorge Herrando,CA Osasuna,Centre-Back,"Feb 28, 2001",22,Spain,€400k
Manu Sánchez,CA Osasuna,Left-Back,"Aug 24, 2000",22,Spain,€10.00m
Juan Cruz,CA Osasuna,Left-Back,"Jul 28, 1992",30,Spain,€2.50m
Nacho Vidal,CA Osasuna,Right-Back,"Jan 24, 1995",28,Spain,€5.00m
Rubén Peña,CA Osasuna,Right-Back,"Jul 18, 1991",31,Spain,€2.50m
Diego Moreno,CA Osasuna,Right-Back,"Jun 21, 2001",22,Spain,€800k
Lucas Torró,CA Osasuna,Defensive Midfield,"Jul 19, 1994",28,Spain,€8.00m
Iker Muñoz,CA Osasuna,Defensive Midfield,"Sep 5, 2002",20,Spain,€500k
Jon Moncayola,CA Osasuna,Central Midfield,"May 13, 1998",25,Spain,€12.00m
Darko Brasanac,CA Osasuna,Central Midfield,"Feb 12, 1992",31,Serbia,€2.00m
Pablo Ibáñez,CA Osasuna,Central Midfield,"Sep 20, 1998",24,Spain,€1.50m
Aimar Oroz,CA Osasuna,Attacking Midfield,"Nov 27, 2001",21,Spain,€15.00m
Roberto Torres,CA Osasuna,Attacking Midfield,"Mar 7, 1989",34,Spain,€1.20m
Javi Martínez,CA Osasuna,Attacking Midfield,"Dec 22, 1999",23,Spain,€1.00m
Abde Ezzalzouli,CA Osasuna,Left Winger,"Dec 17, 2001",21,Morocco,€15.00m
Moi Gómez,CA Osasuna,Left Winger,"Jun 23, 1994",29,Spain,€10.00m
Rubén García,CA Osasuna,Left Winger,"Jul 14, 1993",29,Spain,€6.00m
Kike Barja,CA Osasuna,Right Winger,"Apr 1, 1997",26,Spain,€4.00m
Iker Benito,CA Osasuna,Right Winger,"Aug 10, 2002",20,Spain,€300k
Chimy Ávila,CA Osasuna,Centre-Forward,"Feb 6, 1994",29,Argentina,€9.00m
Ante Budimir,CA Osasuna,Centre-Forward,"Jul 22, 1991",31,Croatia,€6.00m
Kike García,CA Osasuna,Centre-Forward,"Nov 25, 1989",33,Spain,€1.80m
Paulo Gazzaniga,Girona FC,Goalkeeper,"Jan 2, 1992",31,Argentina,€3.00m
Juan Carlos,Girona FC,Goalkeeper,"Jan 20, 1988",35,Spain,€300k
Toni Fuidias,Girona FC,Goalkeeper,"Apr 15, 2001",22,Spain,€300k
Lluc Matas,Girona FC,Goalkeeper,"Jul 5, 2003",19,Spain,-
Santiago Bueno,Girona FC,Centre-Back,"Nov 9, 1998",24,Uruguay,€8.00m
David López,Girona FC,Centre-Back,"Oct 9, 1989",33,Spain,€2.00m
Alexander Callens,Girona FC,Centre-Back,"May 4, 1992",31,Peru,€1.80m
Bernardo Espinosa,Girona FC,Centre-Back,"Jul 11, 1989",33,Colombia,€1.50m
Juanpe,Girona FC,Centre-Back,"Apr 30, 1991",32,Spain,€1.50m
Eric Monjonell,Girona FC,Centre-Back,"Dec 6, 2001",21,Spain,€300k
Biel Farrés,Girona FC,Centre-Back,"May 1, 2002",21,Spain,-
Miguel Gutiérrez,Girona FC,Left-Back,"Jul 27, 2001",21,Spain,€10.00m
Javi Hernández,Girona FC,Left-Back,"May 2, 1998",25,Spain,€2.50m
Arnau Martínez,Girona FC,Right-Back,"Apr 25, 2003",20,Spain,€15.00m
Yan Couto,Girona FC,Right-Back,"Jun 3, 2002",21,Brazil,€4.00m
Oriol Romeu,Girona FC,Defensive Midfield,"Sep 24, 1991",31,Spain,€5.00m
Ramón Terrats,Girona FC,Defensive Midfield,"Oct 18, 2000",22,Spain,€4.00m
Ibrahima Kébé,Girona FC,Defensive Midfield,"Aug 2, 2000",22,Mali,€500k
Aleix García,Girona FC,Central Midfield,"Jun 28, 1997",26,Spain,€10.00m
Yangel Herrera,Girona FC,Central Midfield,"Jan 7, 1998",25,Venezuela,€5.00m
Álex Sala,Girona FC,Central Midfield,"Apr 9, 2001",22,Spain,€200k
Iván Martín,Girona FC,Attacking Midfield,"Feb 14, 1999",24,Spain,€3.00m
Reinier,Girona FC,Attacking Midfield,"Jan 19, 2002",21,Brazil,€2.00m
Borja García,Girona FC,Attacking Midfield,"Nov 2, 1990",32,Spain,€1.00m
Samu Saiz,Girona FC,Attacking Midfield,"Jan 22, 1991",32,Spain,€900k
Ricard Artero,Girona FC,Attacking Midfield,"Feb 5, 2003",20,Spain,-
Rodrigo Riquelme,Girona FC,Left Winger,"Apr 2, 2000",23,Spain,€12.00m
Toni Villa,Girona FC,Left Winger,"Jan 7, 1995",28,Spain,€2.50m
Óscar Ureña,Girona FC,Left Winger,"May 31, 2003",20,Dominican Republic,€400k
Joel Roca,Girona FC,Left Winger,"Jun 7, 2005",18,Spain,-
Viktor Tsygankov,Girona FC,Right Winger,"Nov 15, 1997",25,Ukraine,€22.00m
Valery Fernández,Girona FC,Right Winger,"Nov 23, 1999",23,Spain,€1.50m
Manu Vallejo,Girona FC,Second Striker,"Feb 14, 1997",26,Spain,€2.40m
Taty Castellanos,Girona FC,Centre-Forward,"Oct 3, 1998",24,Argentina,€15.00m
Cristhian Stuani,Girona FC,Centre-Forward,"Oct 12, 1986",36,Uruguay,€2.00m
Pau Víctor,Girona FC,Centre-Forward,"Nov 26, 2001",21,Spain,€300k
Dawda Camara,Girona FC,Centre-Forward,"Nov 4, 2002",20,Mauritania,-
Agustín Marchesín,Celta de Vigo,Goalkeeper,"Mar 16, 1988",35,Argentina,€2.00m
Iván Villar,Celta de Vigo,Goalkeeper,"Jul 9, 1997",25,Spain,€2.00m
Christian Joel,Celta de Vigo,Goalkeeper,"Jul 9, 1999",23,Cuba,€500k
Diego Alves,Celta de Vigo,Goalkeeper,"Jun 24, 1985",38,Brazil,€300k
Coke Carrillo,Celta de Vigo,Goalkeeper,"Jan 7, 2002",21,Spain,€100k
Ruly García,Celta de Vigo,Goalkeeper,"Jan 27, 2000",23,Spain,€50k
Joseph Aidoo,Celta de Vigo,Centre-Back,"Sep 29, 1995",27,Ghana,€8.00m
Unai Núñez,Celta de Vigo,Centre-Back,"Jan 30, 1997",26,Spain,€6.00m
Carlos Domínguez,Celta de Vigo,Centre-Back,"Feb 11, 2001",22,Spain,€800k
Sergio Barcia,Celta de Vigo,Centre-Back,"Dec 31, 2000",22,Spain,€300k
Javi Domínguez,Celta de Vigo,Centre-Back,"Mar 26, 2001",22,Spain,€200k
Javi Galán,Celta de Vigo,Left-Back,"Nov 19, 1994",28,Spain,€12.00m
Fernando Medrano,Celta de Vigo,Left-Back,"Mar 26, 2000",23,Spain,€200k
Tincho,Celta de Vigo,Left-Back,"Mar 25, 2003",20,Spain,€150k
Hugo Mallo,Celta de Vigo,Right-Back,"Jun 22, 1991",32,Spain,€3.00m
Óscar Mingueza,Celta de Vigo,Right-Back,"May 13, 1999",24,Spain,€2.50m
Kevin Vázquez,Celta de Vigo,Right-Back,"Mar 23, 1993",30,Spain,€1.00m
Renato Tapia,Celta de Vigo,Defensive Midfield,"Jul 28, 1995",27,Peru,€6.00m
Gabri Veiga,Celta de Vigo,Central Midfield,"May 27, 2002",21,Spain,€30.00m
Fran Beltrán,Celta de Vigo,Central Midfield,"Feb 3, 1999",24,Spain,€15.00m
Luca de la Torre,Celta de Vigo,Central Midfield,"May 23, 1998",25,United States,€3.00m
Hugo Sotelo,Celta de Vigo,Central Midfield,"Dec 19, 2003",19,Spain,€150k
Óscar Rodríguez,Celta de Vigo,Attacking Midfield,"Jun 28, 1998",25,Spain,€8.00m
Williot Swedberg,Celta de Vigo,Attacking Midfield,"Feb 1, 2004",19,Sweden,€3.00m
Miguel Baeza,Celta de Vigo,Attacking Midfield,"Mar 27, 2000",23,Spain,€900k
Franco Cervi,Celta de Vigo,Left Winger,"May 26, 1994",29,Argentina,€3.00m
Hugo Álvarez,Celta de Vigo,Left Winger,"Jul 2, 2003",19,Spain,€200k
Carles Pérez,Celta de Vigo,Right Winger,"Feb 16, 1998",25,Spain,€5.00m
Augusto Solari,Celta de Vigo,Right Winger,"Jan 3, 1992",31,Argentina,€1.50m
Miguel Rodríguez,Celta de Vigo,Right Winger,"Apr 29, 2003",20,Spain,€1.00m
Jørgen Strand Larsen,Celta de Vigo,Centre-Forward,"Feb 6, 2000",23,Norway,€11.00m
Iago Aspas,Celta de Vigo,Centre-Forward,"Aug 1, 1987",35,Spain,€6.00m
Haris Seferovic,Celta de Vigo,Centre-Forward,"Feb 22, 1992",31,Switzerland,€4.00m
Gonçalo Paciência,Celta de Vigo,Centre-Forward,"Aug 1, 1994",28,Portugal,€2.00m
Pablo Durán,Celta de Vigo,Centre-Forward,"May 25, 2001",22,Spain,€250k
Fran López,Celta de Vigo,Centre-Forward,"Jan 24, 2002",21,Spain,-
David Soria,Getafe CF,Goalkeeper,"Apr 4, 1993",30,Spain,€8.00m
Diego Conde,Getafe CF,Goalkeeper,"Oct 28, 1998",24,Spain,€300k
Kiko Casilla,Getafe CF,Goalkeeper,"Oct 2, 1986",36,Spain,€300k
Vicente Bellmunt,Getafe CF,Goalkeeper,"Jan 28, 2000",23,Spain,-
Djené,Getafe CF,Centre-Back,"Dec 31, 1991",31,Togo,€5.00m
Gastón Álvarez,Getafe CF,Centre-Back,"Mar 24, 2000",23,Uruguay,€5.00m
Domingos Duarte,Getafe CF,Centre-Back,"Mar 10, 1995",28,Portugal,€5.00m
Omar Alderete,Getafe CF,Centre-Back,"Dec 26, 1996",26,Paraguay,€4.00m
Stefan Mitrovic,Getafe CF,Centre-Back,"May 22, 1990",33,Serbia,€2.00m
Álex Revuelta,Getafe CF,Centre-Back,"Apr 16, 2000",23,Spain,-
Pablo Ramirez,Getafe CF,Centre-Back,"Mar 18, 2003",20,Spain,-
Fabrizio Angileri,Getafe CF,Left-Back,"Mar 15, 1994",29,Argentina,€2.00m
Jordan Amavi,Getafe CF,Left-Back,"Mar 9, 1994",29,France,€2.00m
Koffi,Getafe CF,Left-Back,"Nov 20, 2001",21,Ghana,€200k
Gorka Rivera,Getafe CF,Left-Back,"Aug 1, 2004",18,Spain,-
Juan Iglesias,Getafe CF,Right-Back,"Jul 3, 1998",24,Spain,€3.50m
Damián Suárez,Getafe CF,Right-Back,"Apr 27, 1988",35,Uruguay,€1.00m
Alex Rodríguez,Getafe CF,Right-Back,"Mar 21, 2002",21,Spain,€50k
Ángel Algobia,Getafe CF,Defensive Midfield,"Jun 23, 1999",24,Spain,€1.50m
Carles Aleñá,Getafe CF,Central Midfield,"Jan 5, 1998",25,Spain,€9.00m
Mauro Arambarri,Getafe CF,Central Midfield,"Sep 30, 1995",27,Uruguay,€9.00m
Nemanja Maksimovic,Getafe CF,Central Midfield,"Jan 26, 1995",28,Serbia,€6.00m
Luis Milla,Getafe CF,Central Midfield,"Oct 7, 1994",28,Spain,€4.00m
Gonzalo Villar,Getafe CF,Central Midfield,"Mar 23, 1998",25,Spain,€2.80m
Jaime Seoane,Getafe CF,Central Midfield,"Jan 22, 1997",26,Spain,€2.50m
John Joe Patrick Finn,Getafe CF,Central Midfield,"Sep 24, 2003",19,Ireland,€500k
Santi García,Getafe CF,Attacking Midfield,"Aug 29, 2001",21,Spain,€50k
Moi Parra,Getafe CF,Left Winger,"Jun 24, 2002",21,Spain,-
Portu,Getafe CF,Right Winger,"May 21, 1992",31,Spain,€3.50m
Munir El Haddadi,Getafe CF,Right Winger,"Sep 1, 1995",27,Morocco,€3.50m
Enes Ünal,Getafe CF,Centre-Forward,"May 10, 1997",26,Türkiye,€25.00m
Borja Mayoral,Getafe CF,Centre-Forward,"Apr 5, 1997",26,Spain,€9.00m
Juanmi Latasa,Getafe CF,Centre-Forward,"Mar 23, 2001",22,Spain,€3.00m
Jaime Mata,Getafe CF,Centre-Forward,"Oct 24, 1988",34,Spain,€1.20m
Benjamin Lecomte,RCD Espanyol Barcelona,Goalkeeper,"Apr 26, 1991",32,France,€4.00m
Fernando Pacheco,RCD Espanyol Barcelona,Goalkeeper,"May 18, 1992",31,Spain,€2.50m
Álvaro Fernández,RCD Espanyol Barcelona,Goalkeeper,"Apr 13, 1998",25,Spain,€2.50m
Joan García,RCD Espanyol Barcelona,Goalkeeper,"May 4, 2001",22,Spain,€400k
Ángel Fortuño,RCD Espanyol Barcelona,Goalkeeper,"Oct 5, 2001",21,Spain,€300k
César Montes,RCD Espanyol Barcelona,Centre-Back,"Feb 24, 1997",26,Mexico,€8.00m
Leandro Cabrera,RCD Espanyol Barcelona,Centre-Back,"Jun 17, 1991",32,Uruguay,€2.50m
Fernando Calero,RCD Espanyol Barcelona,Centre-Back,"Sep 14, 1995",27,Spain,€2.00m
Sergi Gómez,RCD Espanyol Barcelona,Centre-Back,"Mar 28, 1992",31,Spain,€2.00m
Simo Keddari,RCD Espanyol Barcelona,Centre-Back,"Feb 3, 2005",18,Spain,€500k
Brian Oliván,RCD Espanyol Barcelona,Left-Back,"Apr 1, 1994",29,Spain,€6.00m
Adrià Pedrosa,RCD Espanyol Barcelona,Left-Back,"May 13, 1998",25,Spain,€5.00m
Ronaël Pierre-Gabriel,RCD Espanyol Barcelona,Right-Back,"Jun 13, 1998",25,France,€3.50m
Óscar Gil,RCD Espanyol Barcelona,Right-Back,"Apr 26, 1998",25,Spain,€3.00m
Rubén Sánchez,RCD Espanyol Barcelona,Right-Back,"Feb 4, 2001",22,Spain,€700k
Omar El Hilali,RCD Espanyol Barcelona,Right-Back,"Sep 12, 2003",19,Morocco,€500k
Vini Souza,RCD Espanyol Barcelona,Defensive Midfield,"Jun 17, 1999",24,Brazil,€6.00m
Sergi Darder,RCD Espanyol Barcelona,Central Midfield,"Dec 22, 1993",29,Spain,€16.00m
Edu Expósito,RCD Espanyol Barcelona,Central Midfield,"Aug 1, 1996",26,Spain,€4.00m
Keidi Bare,RCD Espanyol Barcelona,Central Midfield,"Aug 28, 1997",25,Albania,€3.00m
José Gragera,RCD Espanyol Barcelona,Central Midfield,"May 14, 2000",23,Spain,€2.50m
Pol Lozano,RCD Espanyol Barcelona,Central Midfield,"Oct 6, 1999",23,Spain,€1.50m
Roger Martínez,RCD Espanyol Barcelona,Central Midfield,"Apr 5, 2004",19,Spain,€400k
Dani Villahermosa,RCD Espanyol Barcelona,Central Midfield,"Jan 2, 2001",22,Spain,€250k
Nico Melamed,RCD Espanyol Barcelona,Attacking Midfield,"Apr 11, 2001",22,Spain,€6.00m
Denis Suárez,RCD Espanyol Barcelona,Attacking Midfield,"Jan 6, 1994",29,Spain,€5.00m
Javi Puado,RCD Espanyol Barcelona,Left Winger,"May 25, 1998",25,Spain,€8.00m
José Carlos Lazo,RCD Espanyol Barcelona,Left Winger,"Feb 16, 1996",27,Spain,€2.50m
Luca Koleosho,RCD Espanyol Barcelona,Left Winger,"Sep 15, 2004",18,Italy,€1.00m
Kenneth Soler,RCD Espanyol Barcelona,Left Winger,"Feb 16, 2001",22,Spain,€100k
Adrián Embarba,RCD Espanyol Barcelona,Right Winger,"May 7, 1992",31,Spain,€2.50m
Aleix Vidal,RCD Espanyol Barcelona,Right Winger,"Aug 21, 1989",33,Spain,€1.50m
Joselu,RCD Espanyol Barcelona,Centre-Forward,"Mar 27, 1990",33,Spain,€6.00m
Martin Braithwaite,RCD Espanyol Barcelona,Centre-Forward,"Jun 5, 1991",32,Denmark,€5.00m
Dani Gómez,RCD Espanyol Barcelona,Centre-Forward,"Jul 30, 1998",24,Spain,€1.50m
Nabil Touaizi,RCD Espanyol Barcelona,Centre-Forward,"Feb 1, 2001",22,Morocco,€200k
Fernando Pacheco,UD Almería,Goalkeeper,"May 18, 1992",31,Spain,€2.50m
Fernando Martínez,UD Almería,Goalkeeper,"Jun 10, 1990",33,Spain,€2.00m
Diego Mariño,UD Almería,Goalkeeper,"May 9, 1990",33,Spain,€300k
Diego Fuoli,UD Almería,Goalkeeper,"Oct 20, 1997",25,Spain,€200k
Srdjan Babic,UD Almería,Centre-Back,"Apr 22, 1996",27,Serbia,€3.50m
Kaiky,UD Almería,Centre-Back,"Jan 12, 2004",19,Brazil,€3.00m
Rodrigo Ely,UD Almería,Centre-Back,"Nov 3, 1993",29,Brazil,€3.00m
Chumi,UD Almería,Centre-Back,"Mar 2, 1999",24,Spain,€2.00m
Sergio Akieme,UD Almería,Left-Back,"Dec 16, 1997",25,Spain,€7.50m
Álex Centelles,UD Almería,Left-Back,"Aug 30, 1999",23,Spain,€1.50m
Alejandro Pozo,UD Almería,Right-Back,"Feb 22, 1999",24,Spain,€3.00m
Houboulang Mendes,UD Almería,Right-Back,"May 4, 1998",25,Guinea-Bissau,€2.00m
Samú Costa,UD Almería,Defensive Midfield,"Nov 27, 2000",22,Portugal,€5.00m
Iñigo Eguaras,UD Almería,Defensive Midfield,"Mar 7, 1992",31,Spain,€1.20m
Lucas Robertone,UD Almería,Central Midfield,"Mar 18, 1997",26,Argentina,€7.00m
Gonzalo Melero,UD Almería,Central Midfield,"Jan 2, 1994",29,Spain,€4.00m
Arnau Puigmal,UD Almería,Central Midfield,"Jan 10, 2001",22,Spain,€2.00m
Gui Guedes,UD Almería,Central Midfield,"Apr 17, 2002",21,Portugal,€1.20m
César de la Hoz,UD Almería,Central Midfield,"Mar 30, 1992",31,Spain,€1.20m
Martin Svidersky,UD Almería,Central Midfield,"Oct 4, 2002",20,Slovakia,€500k
Marcos Peña,UD Almería,Central Midfield,"Jan 22, 2005",18,Spain,-
Largie Ramazani,UD Almería,Left Winger,"Feb 27, 2001",22,Belgium,€6.00m
Lázaro,UD Almería,Left Winger,"Mar 12, 2002",21,Brazil,€6.00m
José Carlos Lazo,UD Almería,Left Winger,"Feb 16, 1996",27,Spain,€2.50m
Adrián Embarba,UD Almería,Right Winger,"May 7, 1992",31,Spain,€2.50m
Francisco Portillo,UD Almería,Right Winger,"Jun 13, 1990",33,Spain,€1.50m
Curro Sánchez,UD Almería,Right Winger,"Jan 3, 1996",27,Spain,€1.00m
Arvin Appiah,UD Almería,Right Winger,"Jan 5, 2001",22,England,€500k
Carlos Rojas,UD Almería,Right Winger,"Apr 18, 2002",21,Spain,-
Umar Sadiq,UD Almería,Centre-Forward,"Feb 2, 1997",26,Nigeria,€18.00m
El Bilal Touré,UD Almería,Centre-Forward,"Oct 3, 2001",21,Mali,€12.00m
Luis Suárez,UD Almería,Centre-Forward,"Dec 2, 1997",25,Colombia,€8.00m
Léo Baptistão,UD Almería,Centre-Forward,"Aug 26, 1992",30,Brazil,€1.80m
Marko Milovanovic,UD Almería,Centre-Forward,"Aug 4, 2003",19,Serbia,€1.00m
Dyego Sousa,UD Almería,Centre-Forward,"Sep 14, 1989",33,Portugal,€800k
Marciano Sanca,UD Almería,Centre-Forward,"Mar 3, 2004",19,Guinea-Bissau,-
Predrag Rajkovic,RCD Mallorca,Goalkeeper,"Oct 31, 1995",27,Serbia,€10.00m
Dominik Greif,RCD Mallorca,Goalkeeper,"Apr 6, 1997",26,Slovakia,€1.50m
Leo Román,RCD Mallorca,Goalkeeper,"Jul 6, 2000",22,Spain,€300k
Pere García,RCD Mallorca,Goalkeeper,"Mar 22, 2002",21,Spain,€25k
Martin Valjent,RCD Mallorca,Centre-Back,"Dec 11, 1995",27,Slovakia,€4.50m
Antonio Raíllo,RCD Mallorca,Centre-Back,"Oct 8, 1991",31,Spain,€4.00m
José Copete,RCD Mallorca,Centre-Back,"Oct 10, 1999",23,Spain,€3.50m
Dennis Hadzikadunic,RCD Mallorca,Centre-Back,"Jul 9, 1998",24,Bosnia-Herzegovina,€3.00m
Matija Nastasic,RCD Mallorca,Centre-Back,"Mar 28, 1993",30,Serbia,€1.50m
Franco Russo,RCD Mallorca,Centre-Back,"Oct 25, 1994",28,Argentina,€800k
Benjamín Garay,RCD Mallorca,Centre-Back,"Apr 19, 2000",23,Argentina,€100k
Josep Gayá,RCD Mallorca,Centre-Back,"Jul 7, 2000",22,Spain,€100k
Ludwig Augustinsson,RCD Mallorca,Left-Back,"Apr 21, 1994",29,Sweden,€2.50m
Braian Cufré,RCD Mallorca,Left-Back,"Dec 15, 1996",26,Argentina,€1.20m
Jaume Costa,RCD Mallorca,Left-Back,"Mar 18, 1988",35,Spain,€1.20m
Marcos Fernández,RCD Mallorca,Left-Back,"Jul 17, 2003",19,Spain,€25k
Pablo Maffeo,RCD Mallorca,Right-Back,"Jul 12, 1997",25,Argentina,€8.00m
Giovanni González,RCD Mallorca,Right-Back,"Sep 20, 1994",28,Uruguay,€2.00m
Miguelito,RCD Mallorca,Right-Back,"Jan 12, 2001",22,Spain,€50k
Rodrigo Battaglia,RCD Mallorca,Defensive Midfield,"Jul 12, 1991",31,Argentina,€1.50m
Manu Morlanes,RCD Mallorca,Central Midfield,"Jan 12, 1999",24,Spain,€4.00m
Iñigo Ruiz de Galarreta,RCD Mallorca,Central Midfield,"Aug 6, 1993",29,Spain,€3.00m
Iddrisu Baba,RCD Mallorca,Central Midfield,"Jan 22, 1996",27,Ghana,€3.00m
Antonio Sánchez,RCD Mallorca,Central Midfield,"Apr 22, 1997",26,Spain,€2.50m
Clément Grenier,RCD Mallorca,Central Midfield,"Jan 7, 1991",32,France,€800k
Miquel Llabrés,RCD Mallorca,Central Midfield,"Jan 28, 2000",23,Spain,€100k
Luis Montiel,RCD Mallorca,Central Midfield,"Jan 19, 2004",19,Spain,€25k
Rubén Quintanilla,RCD Mallorca,Central Midfield,"Apr 3, 2002",21,Spain,€25k
Kang-in Lee,RCD Mallorca,Attacking Midfield,"Feb 19, 2001",22,"Korea, South",€22.00m
Dani Rodríguez,RCD Mallorca,Attacking Midfield,"Jun 6, 1988",35,Spain,€1.20m
Amath Ndiaye,RCD Mallorca,Left Winger,"Jul 16, 1996",26,Senegal,€2.00m
Lago Júnior,RCD Mallorca,Left Winger,"Dec 31, 1990",32,Cote d'Ivoire,€900k
Javi Llabrés,RCD Mallorca,Left Winger,"Sep 11, 2002",20,Spain,€300k
Tòfol Montiel,RCD Mallorca,Right Winger,"Apr 11, 2000",23,Spain,€150k
Vedat Muriqi,RCD Mallorca,Centre-Forward,"Apr 24, 1994",29,Kosovo,€15.00m
Tino Kadewere,RCD Mallorca,Centre-Forward,"Jan 5, 1996",27,Zimbabwe,€4.00m
Abdón Prats,RCD Mallorca,Centre-Forward,"Dec 7, 1992",30,Spain,€1.20m
