player_name,team_name,Unsuccessful,Successful,Total Dribbles
Loren Morón,Real Betis,0,0,0
Mamady Diarra,Cadiz,1,0.5,1.5
Roberto Arroyo,Real Valladolid,0,1,1
Dani Gómez,Espanyol,0.3,0.1,0.4
Iñaki Peña,Barcelona,0,0,0
Javi Llabrés,Mallorca,0,0,0
Santiago Arzamendia,Cadiz,0.3,0.2,0.5
Mariano Díaz,Real Madrid,0.1,0,0.1
Ramon Terrats,Girona,0.4,0.3,0.6
Fran Delgado,Real Betis,0,0,0
Jordan Amavi,Getafe,0.2,0,0.2
Matt Doherty,Atletico Madrid,0,0,0
Juanjo Narváez,Real Valladolid,0.4,0.2,0.6
Ángel Alarcón,Barcelona,0.3,0,0.3
Randy Nteka,Rayo Vallecano,0.6,0.1,0.7
Jon Karrikaburu,Real Sociedad,0,0,0
Casemiro,Real Madrid,0,0,0
Maxi Gómez,Valencia,0.7,0,0.7
Pablo Muñoz,Rayo Vallecano,0.5,0,0.5
Sergio Arribas,Real Madrid,0,0,0
Domingos Quina,Elche,0.5,0.5,1
Rubén Quintanilla,Mallorca,0,0,0
Unai Vencedor,Athletic Club,0.1,0.1,0.2
Youba Diarra,Cadiz,0,0,0
Fran Pérez,Valencia,0.6,0.7,1.3
Álex Revuelta,Getafe,0,0,0
Arnau Tenas,Barcelona,0,0,0
Chadi Riad,Barcelona,0,0,0
Diego Méndez,Rayo Vallecano,0,0,0
Esteban Saveljich,Rayo Vallecano,0,0,0
Pedro Ortiz,Sevilla,0,0,0
Mario Hernández,Rayo Vallecano,0.3,0,0.3
Alberto del Moral,Villarreal,0,0,0
Marezi,Almeria,0,0,0
Awer Mabil,Cadiz,0.4,0.4,0.8
Antonio Gomis,Atletico Madrid,0,0,0
Tunde Akinsola,Real Valladolid,0,0,0
Mario Suárez,Rayo Vallecano,0,0,0
Pol Lozano,Espanyol,0,0,0
Fer Niño,Villarreal,0.3,0,0.3
Alejandro Alfaro,Elche,1,0,1
Javier Pastore,Elche,0,0,0
Iván Romero,Sevilla,0,0,0
Roger Martínez,Espanyol,0,0,0
Carlos Álvarez,Sevilla,0,0,0
Pape Cheikh,Elche,0.3,0,0.3
Sekou Gassama,Real Valladolid,0,0,0
Diego Hormigo,Sevilla,0,0,0
Tomás Alarcón,Cadiz,0,0,0
Álvaro Giménez,Cadiz,1,0,1
Joan García,Espanyol,0,0,0
Jorge Herrando,Osasuna,0,0,0
Diego López,Rayo Vallecano,0,0,0
