id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name,binds
84,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1(C)OB(c2ccc(N)cc2)OC1(C)C,C#CCOc1ccc(CNc2nc(Nc3ccc(B4OC(C)(C)C(C)(C)O4)cc3)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,BRD4,0
85,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1(C)OB(c2ccc(N)cc2)OC1(C)C,C#CCOc1ccc(CNc2nc(Nc3ccc(B4OC(C)(C)C(C)(C)O4)cc3)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,HSA,0
86,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1(C)OB(c2ccc(N)cc2)OC1(C)C,C#CCOc1ccc(CNc2nc(Nc3ccc(B4OC(C)(C)C(C)(C)O4)cc3)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,sEH,0
87,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1(CN)CCC2(CC1)OCCO2,C#CCOc1ccc(CNc2nc(NCC3(C)CCC4(CC3)OCCO4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,BRD4,0
88,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1(CN)CCC2(CC1)OCCO2,C#CCOc1ccc(CNc2nc(NCC3(C)CCC4(CC3)OCCO4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,HSA,0
89,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1(CN)CCC2(CC1)OCCO2,C#CCOc1ccc(CNc2nc(NCC3(C)CCC4(CC3)OCCO4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,sEH,0
90,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC12CCC(CN)(C1)OC2.Cl,C#CCOc1ccc(CNc2nc(NCC34CCC(C)(CO3)C4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,BRD4,0
91,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC12CCC(CN)(C1)OC2.Cl,C#CCOc1ccc(CNc2nc(NCC34CCC(C)(CO3)C4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,HSA,0
92,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC12CCC(CN)(C1)OC2.Cl,C#CCOc1ccc(CNc2nc(NCC34CCC(C)(CO3)C4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,sEH,0
93,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1CC(CN)C(C)O1,C#CCOc1ccc(CNc2nc(NCC3CC(C)OC3C)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,BRD4,0
94,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1CC(CN)C(C)O1,C#CCOc1ccc(CNc2nc(NCC3CC(C)OC3C)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,HSA,0
95,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1CC(CN)C(C)O1,C#CCOc1ccc(CNc2nc(NCC3CC(C)OC3C)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,sEH,0
96,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1CCc2nc(CN)sc2C1,C#CCOc1ccc(CNc2nc(NCc3nc4c(s3)CC(C)CC4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,BRD4,0
97,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1CCc2nc(CN)sc2C1,C#CCOc1ccc(CNc2nc(NCc3nc4c(s3)CC(C)CC4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,HSA,0
98,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1CCc2nc(CN)sc2C1,C#CCOc1ccc(CNc2nc(NCc3nc4c(s3)CC(C)CC4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,sEH,0
99,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,CC1Cc2cc(CN)ccc2O1,C#CCOc1ccc(CNc2nc(NCc3ccc4c(c3)CC(C)O4)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,BRD4,0
