player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
Janis Blaswich,RB Leipzig,33, GK,26,2340,0,0,0,0,0.0,84.9,0.4,1,6.63,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,39.0,0.0,3.2,0.0,,,,,
Niklas Schmidt,Werder Bremen,26," M(C),FW",11(13),1084,3,0,3,0,0.9,76.5,0.6,1,6.62,1.0,0.2,0.8,0.0,0.4,0.6,0.0,0,0.7,1.4,0.6,0.0,0.5,0.7,23.4,0.4,2.6,0.0,1.66,1.34,0.14,21.0,0.08
Dominik Kohr,Mainz 05,30," D(C),DMC",27(3),2296,3,0,11,0,1.3,73.6,1.2,0,6.62,2.0,1.1,1.5,0.0,0.8,1.1,0.3,0,0.5,0.3,1.2,0.0,0.3,0.6,38.9,0.0,2.0,0.1,2.34,0.66,0.09,39.0,0.06
Jeffrey Gouweleeuw,Augsburg,32, D(C),32,2797,0,1,12,0,0.5,70.7,2.5,0,6.62,1.3,1.6,1.1,0.7,4.3,0.8,0.7,1,0.4,0.4,0.3,0.1,0.2,0.8,45.5,0.1,4.3,0.1,1.17,-1.17,0.04,15.0,0.08
Yannick Gerhardt,Wolfsburg,30," D(L),M(CL)",22(7),1869,6,4,3,0,0.9,76.0,0.8,2,6.62,1.0,0.2,0.6,0.0,0.8,0.6,0.2,0,0.7,0.1,0.7,0.1,0.3,0.8,22.3,0.2,0.7,0.0,5.42,0.58,0.26,27.0,0.2
Silas Katompa Mvumpa,VfB Stuttgart,25," M(CLR),FW",23(7),2004,5,2,4,0,1.4,79.2,0.6,2,6.62,0.8,0.3,1.3,0.1,0.0,0.5,0.1,0,0.6,1.6,0.7,0.5,1.5,2.3,11.8,0.2,0.2,0.0,6.83,-1.83,0.31,43.0,0.16
Jirí Pavlenka,Werder Bremen,32, GK,33,2909,0,0,1,0,0.0,66.9,0.2,2,6.62,0.0,0.1,0.0,0.0,1.1,0.1,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,30.9,0.0,7.6,0.0,,,,,
Dennis Geiger,Hoffenheim,25, M(C),27,1973,1,3,9,0,0.2,84.8,0.3,1,6.61,1.7,0.9,1.6,0.0,0.6,0.5,0.1,0,1.3,0.3,0.8,0.0,0.3,0.8,29.5,0.7,1.9,0.0,0.18,0.82,0.01,5.0,0.04
Djibril Sow,Eintracht Frankfurt,27, M(C),30(2),2648,4,0,9,0,0.9,85.7,0.8,0,6.61,1.3,0.9,1.2,0.0,0.7,0.7,0.1,0,0.5,0.3,1.5,0.0,0.5,0.8,48.1,0.0,1.7,0.0,2.2,1.8,0.07,28.0,0.08
Aïssa Laïdouni,Union Berlin,27, DMC,11(3),879,2,0,4,0,0.4,76.1,0.5,1,6.61,1.0,0.6,0.9,0.0,0.1,0.9,0.3,0,0.3,1.0,2.5,0.1,0.6,1.6,21.8,0.2,1.4,0.1,0.71,1.29,0.07,6.0,0.12
Gil Dias,VfB Stuttgart,27," D(L),M(LR)",6(1),403,1,0,0,0,1.4,69.7,1.0,0,6.6,1.1,0.3,0.9,0.0,0.3,1.3,0.0,0,1.1,1.4,0.7,0.3,1.6,2.4,23.6,0.3,0.6,0.0,0.52,0.48,0.12,10.0,0.05
Edimilson Fernandes,Mainz 05,28," D(CR),M(CR)",28(4),2445,0,3,4,0,0.5,73.4,1.2,0,6.6,1.1,1.7,0.9,0.3,2.6,0.5,0.5,0,0.5,0.5,0.4,0.0,0.4,0.5,33.2,0.6,3.5,0.0,0.51,-0.51,0.02,15.0,0.03
Atakan Karazor,VfB Stuttgart,27," D(C),DMC",22(7),1961,0,1,10,0,0.2,85.0,1.7,1,6.6,1.7,1.1,0.8,0.0,1.5,0.8,0.4,0,0.5,0.5,1.1,0.0,0.6,0.7,38.3,0.0,1.7,0.0,0.22,-0.22,0.01,6.0,0.04
Youssoufa Moukoko,Borussia Dortmund,19, FW,11(15),1135,7,3,0,0,1.3,71.3,0.2,1,6.6,0.5,0.1,0.3,0.0,0.0,0.1,0.0,0,0.5,0.7,0.3,0.0,0.8,1.2,7.5,0.1,0.1,0.0,6.86,0.14,0.54,35.0,0.2
Christopher Antwi-Adjei,Bochum,30, AM(CLR),22(7),1990,3,6,2,0,1.0,71.2,0.6,1,6.6,0.8,0.2,0.8,0.0,0.3,0.7,0.0,0,1.1,1.1,1.4,0.5,1.1,3.1,16.0,0.6,0.4,0.0,2.04,0.96,0.09,29.0,0.07
Sebastiaan Bornauw,Wolfsburg,25, D(C),23(3),1930,1,0,8,0,0.2,86.2,2.0,0,6.6,1.1,1.2,0.9,0.7,3.2,0.2,0.5,0,0.0,0.1,0.3,0.0,0.1,0.2,47.0,0.0,2.0,0.0,0.37,0.63,0.02,4.0,0.09
Stevan Jovetic,Hertha Berlin,34," AM(CL),FW",8(9),887,4,2,0,0,1.6,64.6,0.8,0,6.6,0.2,0.1,0.5,0.0,0.5,0.6,0.1,0,0.8,0.6,1.1,0.4,0.5,1.2,17.8,0.1,1.2,0.0,2.22,1.78,0.22,27.0,0.08
Philipp Förster,Bochum,29," M(CLR),FW",15(10),1313,3,7,4,0,0.7,78.9,0.3,1,6.6,1.2,0.2,1.1,0.0,0.2,1.1,0.0,0,1.1,0.2,0.5,0.0,0.6,0.9,18.2,1.0,0.8,0.1,1.26,1.74,0.09,17.0,0.07
Alassane Pléa,Borussia M.Gladbach,31," AM(CLR),FW",20(9),1780,2,9,5,0,1.0,72.8,0.5,2,6.59,0.6,0.4,0.8,0.0,0.5,0.6,0.1,0,1.1,0.6,1.1,0.1,0.8,1.3,24.2,0.3,1.3,0.2,4.58,-2.58,0.23,29.0,0.16
Steffen Tigges,FC Koln,25, FW,17(13),1598,6,1,1,0,1.2,58.9,2.2,2,6.59,0.4,0.3,0.4,0.0,0.6,0.3,0.1,0,0.6,0.3,0.4,0.3,0.7,1.1,10.9,0.1,0.2,0.0,5.43,0.57,0.31,35.0,0.16
Sven Ulreich,Bayern Munich,35, GK,4,271,0,0,1,0,0.0,81.7,0.0,0,6.59,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0.0,27.3,0.0,2.8,0.0,,,,,
Niklas Stark,Werder Bremen,29," D(C),DMC",23(4),2082,0,0,9,0,0.1,82.6,1.7,0,6.59,2.1,1.4,1.5,0.6,4.0,0.6,0.5,0,0.1,0.1,0.7,0.0,0.1,0.4,45.8,0.0,3.7,0.0,0.14,-0.14,0.01,3.0,0.05
Alexander Meyer,Borussia Dortmund,33, GK,7,630,0,0,0,0,0.0,85.4,0.1,0,6.58,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,7.7,0.0,,,,,
Jonathan Tah,Bayer Leverkusen,28, D(C),28(5),2487,1,0,6,0,0.3,89.1,1.7,1,6.58,0.8,1.2,0.7,0.6,3.5,0.2,0.5,0,0.2,0.2,0.1,0.1,0.3,0.2,49.4,0.0,2.0,0.0,1.28,-0.28,0.05,10.0,0.13
Diogo Leite,Union Berlin,25, D(C),26(2),2254,0,1,6,1,0.4,78.6,2.5,0,6.58,1.3,0.9,1.6,0.1,3.5,0.5,0.5,0,0.1,0.0,1.1,0.0,0.4,0.7,48.3,0.1,3.9,0.0,0.7,-0.7,0.03,12.0,0.06
Grischa Prömel,Hoffenheim,29, M(C),17(1),1458,1,1,4,0,1.3,77.9,1.2,0,6.58,1.5,0.4,1.8,0.1,1.2,0.9,0.2,0,0.4,0.3,2.0,0.1,0.7,1.3,25.4,0.1,0.9,0.0,2.45,-1.45,0.15,24.0,0.1
Giovanni Reyna,Borussia Dortmund,21, AM(CLR),4(18),612,7,2,2,0,1.1,81.1,0.3,0,6.58,0.6,0.1,0.4,0.0,0.2,0.2,0.1,0,0.5,0.4,0.8,0.0,0.7,0.6,13.0,0.3,0.4,0.0,4.68,2.32,0.69,25.0,0.19
Chidera Ejuke,Hertha Berlin,26," AM(CLR),FW",9(11),885,0,3,0,0,1.2,81.5,0.3,0,6.58,0.3,0.2,0.1,0.0,0.1,0.2,0.0,0,0.5,2.4,0.5,0.1,1.0,1.6,13.5,0.2,0.6,0.1,1.54,-1.54,0.16,24.0,0.06
Amos Pieper,Werder Bremen,26, D(C),22(7),1959,2,1,9,0,0.4,79.0,2.3,0,6.58,1.6,1.0,0.8,0.3,3.0,0.6,0.4,0,0.2,0.0,0.5,0.1,0.3,0.3,40.3,0.2,2.6,0.0,0.6,1.4,0.03,11.0,0.05
Timo Baumgartl,Union Berlin,28, D(C),6(2),564,0,1,2,0,0.5,82.3,2.5,0,6.57,1.4,0.3,1.4,0.0,1.6,1.6,0.5,0,0.4,0.0,0.8,0.0,0.0,0.4,38.8,0.3,2.0,0.0,0.19,-0.19,0.03,4.0,0.05
Julian Weigl,Borussia M.Gladbach,28," D(C),DMC",21(2),1897,1,0,6,0,0.3,89.3,0.8,0,6.57,1.9,0.8,0.9,0.0,1.3,0.8,0.1,0,0.3,0.4,1.3,0.0,0.1,0.1,52.0,0.0,2.0,0.1,0.96,0.04,0.05,8.0,0.12
Rubén Vargas,Augsburg,25," AM(CLR),FW",13(10),1137,3,4,4,0,0.9,63.8,0.6,0,6.57,0.7,0.3,0.7,0.0,0.7,0.3,0.1,0,0.7,0.9,0.7,0.1,0.4,1.3,13.2,0.3,0.3,0.0,1.57,1.43,0.12,21.0,0.07
Dion Beljo,Augsburg,22, FW,16(2),1140,3,2,2,0,0.7,65.1,2.6,1,6.57,0.4,0.1,1.4,0.1,0.8,0.6,0.1,0,0.8,0.4,0.6,0.4,1.3,1.8,13.4,0.1,0.3,0.0,1.48,1.52,0.12,13.0,0.11
Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,1.3,1.1,0.8,0.4,3.8,0.2,0.4,0,0.3,0.0,0.7,0.1,0.2,0.3,23.5,0.0,1.5,0.0,1.26,0.74,0.15,8.0,0.16
Robert Skov,Hoffenheim,27," D(L),M(LR)",16(7),1356,3,2,1,0,1.8,71.6,0.7,1,6.57,1.0,0.3,0.7,0.0,0.8,0.7,0.3,0,0.9,0.3,0.9,0.0,0.5,0.9,22.0,0.8,1.3,0.0,3.24,-0.24,0.22,41.0,0.08
Almamy Touré,Eintracht Frankfurt,28," D(CR),M(R)",5(2),400,0,1,1,0,0.4,82.2,2.0,0,6.57,1.9,1.4,0.7,0.0,1.1,0.6,0.3,0,0.1,0.9,0.1,0.1,0.0,0.6,32.1,0.1,1.3,0.0,0.78,-0.78,0.18,3.0,0.26
Waldemar Anton,VfB Stuttgart,27," D(CR),DMC",34,2940,1,2,4,0,0.7,80.0,1.6,0,6.57,1.4,1.1,0.9,0.2,3.6,0.7,0.5,0,0.3,0.6,0.9,0.0,0.5,0.7,55.5,0.2,3.1,0.0,1.48,-0.48,0.05,24.0,0.06
Anthony Jung,Werder Bremen,32," D(CL),M(L)",32(2),2637,2,5,2,0,0.5,76.6,1.1,0,6.56,1.4,0.6,0.7,0.2,1.7,0.8,0.2,0,0.6,0.4,0.7,0.0,0.5,0.9,34.2,0.3,1.5,0.0,1.18,0.82,0.04,17.0,0.07
Jordan Siebatcheu,Union Berlin,28, FW,16(15),1359,4,3,3,0,1.1,55.6,3.4,2,6.56,0.5,0.1,1.2,0.0,0.5,0.5,0.2,0,0.6,0.3,0.4,0.3,0.8,1.4,9.5,0.0,0.1,0.0,4.46,-0.46,0.3,34.0,0.13
Jonjoe Kenny,Hertha Berlin,27," D(LR),M(R)",25(4),2243,0,1,3,0,0.2,74.9,0.9,0,6.55,1.6,1.6,1.0,0.3,2.1,0.6,0.3,0,0.6,0.4,0.2,0.0,0.3,0.9,31.4,0.4,2.3,0.0,0.25,-0.25,0.01,6.0,0.04
Dejan Ljubicic,FC Koln,26, M(CLR),20(7),1724,5,1,3,0,1.3,77.1,0.3,1,6.55,0.9,0.3,1.0,0.0,0.2,1.0,0.0,0,1.0,0.7,0.4,0.2,0.6,1.4,20.9,0.3,1.0,0.1,2.95,2.05,0.15,35.0,0.08
Dan-Axel Zagadou,VfB Stuttgart,24, D(CL),14(3),1273,0,0,3,0,0.8,85.6,3.1,0,6.55,0.8,1.2,0.7,0.4,4.6,0.5,0.9,0,0.5,0.1,0.1,0.0,0.2,0.3,57.4,0.0,3.8,0.0,1.47,-1.47,0.1,13.0,0.11
Danilo Soares,Bochum,32," D(L),M(L)",23,1777,0,0,6,0,0.1,74.1,1.0,0,6.55,3.1,1.3,1.2,0.2,2.3,1.3,0.3,0,0.5,0.3,1.0,0.0,0.6,0.7,34.4,0.3,2.3,0.0,0.03,-0.03,0.0,2.0,0.01
Mahmoud Dahoud,Borussia Dortmund,28, M(C),4(5),337,0,0,1,0,0.7,83.9,0.1,0,6.54,1.2,0.8,0.3,0.1,0.3,0.0,0.2,0,0.4,0.3,0.2,0.0,0.4,0.7,28.2,0.0,1.8,0.0,0.38,-0.38,0.1,6.0,0.06
Erhan Masovic,Bochum,25," D(C),DMC",23(6),2174,4,0,3,0,0.6,81.0,1.6,1,6.54,1.7,0.9,0.8,0.3,2.7,0.7,0.5,1,0.3,0.1,0.2,0.0,0.1,0.3,28.1,0.0,1.6,0.0,2.98,1.02,0.12,17.0,0.18
Levin Öztunali,Union Berlin,28, M(CLR),0(2),8,0,1,0,0,0.0,100.0,0.0,0,6.54,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,,,,,
Felix Passlack,Borussia Dortmund,25," D(LR),M(CR)",0(3),61,0,0,0,0,0.0,78.1,0.3,0,6.54,1.3,0.0,0.0,0.0,0.3,0.0,0.3,0,0.7,0.3,0.3,0.0,0.3,0.3,10.7,0.3,1.0,0.3,,,,,
Péter Gulácsi,RB Leipzig,33, GK,6,540,0,0,0,0,0.0,85.4,0.0,0,6.54,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,3.0,0.0,,,,,
Mu'nas Dabbur,Hoffenheim,31," AM(C),FW",8(13),934,6,2,3,1,1.0,72.2,0.3,0,6.53,0.5,0.2,0.6,0.0,0.0,0.3,0.0,0,0.8,0.6,0.8,0.5,1.0,1.3,13.2,0.0,0.2,0.0,3.72,2.29,0.36,22.0,0.17
Felix Uduokhai,Augsburg,26, D(C),16(3),1449,0,1,3,1,0.2,76.3,2.3,1,6.53,1.6,1.5,1.1,0.3,3.2,0.7,0.7,0,0.2,0.3,0.7,0.0,0.3,0.5,38.3,0.0,2.2,0.0,0.29,-0.29,0.02,4.0,0.07
Lukás Hrádecky,Bayer Leverkusen,34, GK,33,2970,0,0,0,1,0.0,67.9,0.3,0,6.53,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,28.9,0.0,5.4,0.0,,,,,
Emil Forsberg,RB Leipzig,32," AM(CLR),FW",16(14),1487,6,4,2,0,0.8,83.7,0.4,0,6.53,0.5,0.1,0.7,0.0,0.2,0.5,0.1,0,0.6,0.5,0.8,0.2,0.4,0.9,16.5,0.2,0.4,0.1,4.75,1.25,0.29,23.0,0.21
Cédric Brunner,Schalke 04,30, D(CR),28,2325,0,0,5,0,0.4,70.3,1.3,0,6.53,1.4,1.5,1.2,0.1,2.6,0.5,0.3,0,0.7,0.3,1.4,0.0,0.5,0.5,30.1,0.6,1.8,0.0,0.3,-0.3,0.01,10.0,0.03
Konstantinos Stafylidis,Bochum,30," D(CLR),DMC,M(L)",11(8),1043,0,2,4,0,0.7,72.3,0.8,0,6.52,1.4,1.1,0.8,0.1,1.4,0.7,0.4,0,0.4,0.4,0.8,0.0,0.2,0.6,18.3,0.5,1.5,0.0,0.29,-0.29,0.02,14.0,0.02
Sebastian Rode,Eintracht Frankfurt,33," D(R),M(C)",19(8),1426,4,1,6,0,0.3,84.1,0.5,0,6.52,1.4,0.6,0.8,0.0,0.4,1.1,0.1,0,0.4,0.3,0.7,0.0,0.2,0.4,31.2,0.0,1.1,0.0,0.91,3.09,0.06,9.0,0.1
Tanguy Coulibaly,VfB Stuttgart,23," M(CLR),FW",0(14),318,4,0,3,0,0.9,71.7,0.0,0,6.52,0.9,0.2,0.6,0.0,0.0,0.5,0.0,0,0.4,0.8,0.4,0.2,0.6,0.5,8.6,0.1,0.1,0.0,2.01,1.99,0.57,12.0,0.17
Tobias Sippel,Borussia M.Gladbach,36, GK,5(1),509,0,0,1,0,0.0,63.7,0.3,0,6.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,5.5,0.0,,,,,
Silvan Widmer,Mainz 05,31," D(CR),M(R)",19(7),1690,2,2,0,0,0.7,72.2,0.7,0,6.52,1.0,1.2,0.4,0.1,0.9,0.7,0.3,0,0.6,0.3,0.6,0.1,0.5,0.8,23.9,0.2,0.9,0.0,2.61,-0.61,0.14,19.0,0.14
Thomas Meunier,Borussia Dortmund,32," D(R),M(R)",7(3),584,0,0,2,0,0.4,73.1,0.7,0,6.51,1.6,0.9,1.2,0.4,1.5,0.7,0.2,0,0.6,0.4,0.4,0.1,0.5,0.8,35.7,0.7,2.4,0.1,0.14,-0.14,0.02,4.0,0.04
Omar Marmoush,Wolfsburg,25," AM(CL),FW",15(18),1480,5,1,2,0,1.5,68.5,1.3,1,6.51,0.5,0.2,0.9,0.0,0.1,0.4,0.0,0,0.3,1.2,1.0,0.4,1.3,2.3,13.1,0.1,0.4,0.0,5.36,-0.36,0.33,48.0,0.11
Ansgar Knauff,Eintracht Frankfurt,22, M(CLR),14(10),1289,1,1,2,0,0.6,66.7,0.4,0,6.51,1.5,0.6,0.6,0.0,1.0,0.8,0.0,0,0.3,0.9,0.7,0.1,0.4,1.3,20.8,0.3,0.6,0.0,0.99,0.01,0.07,15.0,0.07
Christian Groß,Werder Bremen,35," D(C),DMC",23(3),1902,1,1,4,0,0.2,81.2,1.0,0,6.51,2.2,0.9,2.0,0.0,1.4,1.2,0.2,0,0.2,0.6,0.5,0.0,0.3,0.7,32.7,0.1,1.2,0.0,0.43,0.57,0.02,5.0,0.09
Milos Veljkovic,Werder Bremen,28," D(C),DMC",25(4),2265,1,1,2,0,0.1,81.6,2.0,0,6.51,1.0,1.1,0.8,0.8,3.4,0.4,0.6,0,0.2,0.1,0.3,0.0,0.0,0.1,48.3,0.0,5.0,0.0,0.61,0.39,0.02,4.0,0.15
Kristijan Jakic,Eintracht Frankfurt,26," D(CR),DMC",17(7),1460,1,0,4,0,0.3,79.3,1.2,0,6.51,1.4,0.6,0.8,0.2,1.9,0.8,0.4,0,0.3,0.3,0.3,0.0,0.3,0.5,37.0,0.1,1.5,0.0,0.75,0.25,0.05,8.0,0.09
Paul Jaeckel,Union Berlin,25," D(C),DMC",13(3),1197,1,0,2,1,0.1,81.6,1.2,1,6.5,1.5,1.2,1.0,0.3,2.6,1.1,0.3,0,0.1,0.4,0.2,0.0,0.1,0.4,38.1,0.1,2.6,0.0,0.12,0.88,0.01,2.0,0.06
Lukas Klostermann,RB Leipzig,27," D(CLR),M(R)",10(5),904,0,0,0,0,0.4,88.2,1.0,0,6.5,1.1,0.9,0.4,0.3,1.9,0.5,0.2,0,0.1,0.1,0.2,0.1,0.3,0.2,50.9,0.1,1.7,0.1,0.25,-0.25,0.02,6.0,0.04
Marcel Halstenberg,RB Leipzig,32," D(CL),M(L)",17(14),1557,1,1,2,0,0.3,79.3,0.8,0,6.5,1.3,0.7,0.6,0.1,0.8,0.6,0.0,0,0.6,0.3,0.2,0.0,0.2,0.6,31.3,0.5,1.0,0.0,1.33,-0.33,0.08,9.0,0.15
Niko Gießelmann,Union Berlin,32," D(CL),M(L)",14(12),1298,0,2,4,0,0.8,70.6,0.8,0,6.5,0.8,0.3,0.6,0.0,0.9,0.7,0.2,0,0.8,0.2,0.8,0.0,0.2,0.7,18.8,1.0,1.3,0.0,0.91,-0.91,0.06,20.0,0.05
Adam Hlozek,Bayer Leverkusen,21," AM(CL),FW",16(13),1290,5,3,2,0,1.0,74.4,0.8,2,6.5,0.3,0.2,0.7,0.0,0.3,0.2,0.1,0,0.6,0.3,0.7,0.0,0.8,1.5,10.9,0.2,0.3,0.0,2.49,2.51,0.17,30.0,0.08
Odilon Kossounou,Bayer Leverkusen,23, D(CR),17(7),1520,0,1,3,0,0.1,82.8,1.3,0,6.5,0.9,1.0,0.7,0.1,2.3,0.3,0.5,0,0.1,0.3,0.2,0.0,0.5,0.7,38.7,0.0,1.2,0.0,0.14,-0.14,0.01,3.0,0.05
Lennart Grill,Union Berlin,25, GK,5,450,0,0,0,0,0.0,64.0,0.6,1,6.5,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,0.0,10.8,0.0,,,,,
Kenneth Schmidt,Freiburg,21, Defender,3(2),252,0,0,1,0,0.0,89.3,0.8,0,6.49,1.2,0.0,0.2,0.4,0.4,0.2,0.4,0,0.0,0.4,0.0,0.0,0.0,1.0,35.6,0.0,2.0,0.0,,,,,
Tiago Tomás,VfB Stuttgart,21," AM(CLR),FW",16(11),1295,3,3,2,0,1.3,63.1,0.3,1,6.49,0.4,0.0,0.5,0.0,0.2,0.2,0.1,0,0.7,0.7,1.8,0.1,0.9,1.6,10.6,0.5,0.2,0.1,2.47,0.53,0.17,34.0,0.07
Arijon Ibrahimovic,Bayern Munich,18, AM(L),0(1),13,0,0,0,0,2.0,87.5,2.0,0,6.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.76,-0.76,5.26,2.0,0.38
Simon Terodde,Schalke 04,36, FW,21(11),1825,5,0,5,0,1.4,67.8,2.3,2,6.49,0.5,0.2,1.2,0.0,0.3,0.3,0.1,0,0.7,0.1,1.1,0.8,0.5,1.3,9.7,0.0,0.2,0.0,7.16,-2.16,0.35,44.0,0.16
Salih Özcan,Borussia Dortmund,26, M(C),17(9),1574,0,1,6,0,0.1,88.5,0.8,0,6.49,1.2,1.1,1.0,0.0,0.7,0.9,0.1,0,0.3,0.2,0.9,0.0,0.8,0.7,38.0,0.0,1.7,0.0,0.71,-0.71,0.04,3.0,0.24
Christoph Kramer,Borussia M.Gladbach,33, M(C),27(2),2230,0,0,4,0,0.2,83.5,0.9,0,6.49,1.5,0.6,1.3,0.1,1.3,1.1,0.1,0,0.5,0.7,0.4,0.1,1.0,0.9,41.6,0.1,0.7,0.0,0.54,-0.54,0.02,6.0,0.09
Linton Maina,FC Koln,24," M(CLR),FW",27(6),2258,3,7,1,0,1.1,77.3,0.0,1,6.49,0.5,0.2,0.5,0.0,0.3,0.7,0.0,0,1.1,0.7,0.6,0.5,0.8,1.7,17.6,0.4,0.2,0.0,4.82,-1.82,0.19,35.0,0.14
Josuha Guilavogui,Wolfsburg,33," D(C),M(C)",11(12),1173,1,0,4,0,0.3,84.6,1.9,0,6.48,0.8,1.0,1.3,0.3,2.3,0.5,0.6,1,0.2,0.1,0.3,0.1,0.3,0.3,34.7,0.0,2.0,0.0,0.42,0.58,0.03,6.0,0.07
Jérôme Roussillon,Union Berlin,31," D(L),M(L)",11(5),960,0,2,2,0,0.6,71.7,0.4,0,6.48,1.0,0.3,0.8,0.1,1.1,0.3,0.1,0,0.4,0.7,0.8,0.0,0.5,0.8,18.8,0.4,0.8,0.0,0.57,-0.57,0.05,9.0,0.06
Jens Stage,Werder Bremen,27, M(C),21(11),1858,3,3,5,0,0.6,68.1,1.6,1,6.48,1.1,0.5,1.0,0.1,1.0,0.8,0.3,0,0.5,0.3,0.6,0.0,0.3,0.8,18.8,0.1,0.5,0.0,2.73,0.27,0.13,19.0,0.14
Lukas Nmecha,Wolfsburg,25," AM(CR),FW",10(6),901,4,0,3,0,1.4,66.2,1.1,0,6.48,0.3,0.2,0.4,0.0,0.2,0.0,0.1,0,0.4,0.6,1.7,0.5,0.7,2.4,12.2,0.1,0.4,0.0,3.71,0.29,0.37,22.0,0.17
Bartol Franjic,Wolfsburg,24," D(L),DMC",3(2),230,0,1,0,0,0.4,78.2,1.0,0,6.48,0.8,1.0,0.2,0.0,0.8,0.4,0.2,0,0.4,0.2,0.2,0.0,0.0,1.2,15.6,0.0,0.6,0.0,0.33,-0.33,0.13,2.0,0.17
Jonathan Burkardt,Mainz 05,23," AM(CR),FW",7(4),537,1,2,2,0,1.9,71.9,0.7,1,6.48,0.3,0.1,0.5,0.0,0.1,0.3,0.1,0,0.6,1.0,1.0,0.3,0.8,1.5,8.7,0.2,0.3,0.1,3.93,-2.93,0.66,21.0,0.19
Arne Engels,Augsburg,20, M(C),18,1446,0,3,5,0,0.9,72.1,0.6,1,6.48,1.1,0.8,1.4,0.0,0.6,0.6,0.3,0,1.3,0.2,1.1,0.0,0.4,0.4,28.3,1.4,1.7,0.1,0.53,-0.53,0.03,17.0,0.03
Jan Thielmann,FC Koln,21," M(CLR),FW",6(17),858,2,2,5,0,0.6,67.5,0.6,1,6.48,0.4,0.4,0.6,0.0,0.2,0.4,0.1,0,0.4,0.8,0.8,0.4,0.5,1.7,8.6,0.5,0.2,0.0,1.47,0.53,0.15,13.0,0.11
Joe Scally,Borussia M.Gladbach,21," D(CLR),M(LR)",25(3),2215,0,0,2,0,0.3,77.4,0.7,0,6.47,1.1,0.3,0.5,0.3,1.9,0.3,0.2,0,0.5,0.4,1.8,0.1,0.5,0.8,33.0,0.6,1.2,0.0,0.61,-0.61,0.02,7.0,0.09
Naouirou Ahamada,VfB Stuttgart,22, M(C),17,1409,2,2,2,1,0.9,85.7,0.4,0,6.47,1.0,0.5,0.9,0.0,0.4,0.7,0.3,0,0.9,1.2,1.0,0.1,0.6,2.0,30.4,0.1,0.5,0.1,0.69,1.31,0.04,16.0,0.04
Maxim Leitsch,Mainz 05,25, D(C),7(2),662,0,0,0,0,0.2,75.8,2.0,0,6.47,1.0,2.0,0.3,0.4,2.9,0.1,0.4,0,0.1,0.0,0.3,0.0,0.1,0.6,36.3,0.0,2.8,0.0,0.1,-0.1,0.01,2.0,0.05
Tim Skarke,Schalke 04,27," AM(CLR),FW",6(3),444,1,1,0,0,1.2,70.1,0.4,0,6.47,1.4,0.0,0.4,0.0,0.4,0.3,0.0,0,1.1,0.2,0.8,0.3,0.6,1.8,13.0,0.8,0.4,0.0,0.55,0.45,0.11,11.0,0.05
Dominique Heintz,Bochum,30, D(CL),8(3),798,0,0,1,0,0.4,83.3,1.6,0,6.47,1.2,1.1,1.0,0.4,3.0,1.0,0.6,0,0.3,0.4,0.4,0.0,0.4,0.0,26.7,0.3,2.4,0.0,0.18,-0.18,0.02,4.0,0.05
Amadou Haidara,RB Leipzig,26, M(CLR),15(16),1430,2,1,7,0,0.6,83.6,0.8,0,6.47,0.8,0.8,0.9,0.0,0.6,0.7,0.2,0,0.4,0.3,0.4,0.0,0.4,0.4,26.2,0.0,1.1,0.1,2.62,-0.62,0.16,19.0,0.14
Pavel Kaderábek,Hoffenheim,32," D(R),M(LR)",17(9),1663,1,1,1,0,0.3,68.4,1.8,0,6.47,1.0,0.5,0.9,0.0,1.3,0.3,0.1,0,0.7,0.1,0.7,0.1,0.3,0.5,23.3,0.9,0.6,0.0,1.72,-0.72,0.09,8.0,0.21
