Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Arthur Cabral,ACF Fiorentina,Centre-Forward,"Apr 25, 1998",25,Brazil,€20.00m
Luka Jović,ACF Fiorentina,Centre-Forward,"Dec 23, 1997",25,Serbia,€8.00m
Andrea Consigli,US Sassuolo,Goalkeeper,"Jan 27, 1987",36,Italy,€1.00m
Alessandro Russo,US Sassuolo,Goalkeeper,"Mar 31, 2001",22,Italy,€350k
Gioele Zacchi,US Sassuolo,Goalkeeper,"Jul 10, 2003",19,Italy,€150k
Gianluca Pegolo,US Sassuolo,Goalkeeper,"Mar 25, 1981",42,Italy,€100k
Martin Erlić,US Sassuolo,Centre-Back,"Jan 24, 1998",25,Croatia,€5.00m
Ruan Tressoldi,US Sassuolo,Centre-Back,"Jun 7, 1999",24,Brazil,€4.50m
Gian Marco Ferrari,US Sassuolo,Centre-Back,"May 15, 1992",31,Italy,€2.00m
Filippo Romagna,US Sassuolo,Centre-Back,"May 26, 1997",26,Italy,€400k
Adrian Cannavaro,US Sassuolo,Centre-Back,"May 10, 2004",19,Italy,€100k
Rogério,US Sassuolo,Left-Back,"Jan 13, 1998",25,Brazil,€5.50m
Riccardo Marchizza,US Sassuolo,Left-Back,"Mar 26, 1998",25,Italy,€1.00m
Edoardo Pieragnolo,US Sassuolo,Left-Back,"Jan 3, 2003",20,Italy,€100k
Jeremy Toljan,US Sassuolo,Right-Back,"Aug 8, 1994",28,Germany,€4.50m
Mert Müldür,US Sassuolo,Right-Back,"Apr 3, 1999",24,Türkiye,€4.00m
Kaan Ayhan,US Sassuolo,Right-Back,"Nov 10, 1994",28,Türkiye,€3.70m
Maxime López,US Sassuolo,Defensive Midfield,"Dec 4, 1997",25,France,€15.00m
Davide Frattesi,US Sassuolo,Central Midfield,"Sep 22, 1999",23,Italy,€25.00m
Matheus Henrique,US Sassuolo,Central Midfield,"Dec 19, 1997",25,Brazil,€10.00m
Abdou Harroui,US Sassuolo,Central Midfield,"Jan 13, 1998",25,Morocco,€2.70m
Pedro Obiang,US Sassuolo,Central Midfield,"Mar 27, 1992",31,Equatorial Guinea,€800k
Nadir Zortea,US Sassuolo,Right Midfield,"Jun 19, 1999",24,Italy,€2.00m
Georgios Kyriakopoulos,US Sassuolo,Left Midfield,"Feb 5, 1996",27,Greece,€3.80m
Hamed Junior Traorè,US Sassuolo,Attacking Midfield,"Feb 16, 2000",23,Cote d'Ivoire,€22.00m
Nedim Bajrami,US Sassuolo,Attacking Midfield,"Feb 28, 1999",24,Albania,€7.50m
Kristian Thorstvedt,US Sassuolo,Attacking Midfield,"Mar 13, 1999",24,Norway,€7.50m
Kevin Bruno,US Sassuolo,Attacking Midfield,"Apr 26, 2005",18,Italy,-
Armand Laurienté,US Sassuolo,Left Winger,"Dec 4, 1998",24,France,€18.00m
Emil Konradsen Ceide,US Sassuolo,Left Winger,"Sep 3, 2001",21,Norway,€2.50m
Domenico Berardi,US Sassuolo,Right Winger,"Aug 1, 1994",28,Italy,€18.00m
Luca D'Andrea,US Sassuolo,Right Winger,"Sep 6, 2004",18,Italy,€2.50m
Giacomo Raspadori,US Sassuolo,Second Striker,"Feb 18, 2000",23,Italy,€35.00m
Andrea Pinamonti,US Sassuolo,Centre-Forward,"May 19, 1999",24,Italy,€15.00m
Agustín Álvarez,US Sassuolo,Centre-Forward,"May 19, 2001",22,Uruguay,€8.00m
Janis Antiste,US Sassuolo,Centre-Forward,"Aug 18, 2002",20,France,€3.00m
Grégoire Defrel,US Sassuolo,Centre-Forward,"Jun 17, 1991",32,France,€1.50m
Vanja Milinković-Savić,Torino FC,Goalkeeper,"Feb 20, 1997",26,Serbia,€3.50m
Etrit Berisha,Torino FC,Goalkeeper,"Mar 10, 1989",34,Albania,€400k
Luca Gemello,Torino FC,Goalkeeper,"Jul 3, 2000",22,Italy,€300k
Matteo Fiorenza,Torino FC,Goalkeeper,"Jun 15, 2003",20,Italy,€50k
Perr Schuurs,Torino FC,Centre-Back,"Nov 26, 1999",23,Netherlands,€25.00m
Alessandro Buongiorno,Torino FC,Centre-Back,"Jun 6, 1999",24,Italy,€10.00m
David Zima,Torino FC,Centre-Back,"Nov 8, 2000",22,Czech Republic,€5.00m
Andreaw Gravillon,Torino FC,Centre-Back,"Feb 8, 1998",25,Guadeloupe,€4.00m
Ricardo Rodríguez,Torino FC,Centre-Back,"Aug 25, 1992",30,Switzerland,€3.50m
Koffi Djidji,Torino FC,Centre-Back,"Nov 30, 1992",30,Cote d'Ivoire,€3.00m
Ange Caumenan N'Guessan,Torino FC,Centre-Back,"Sep 1, 2003",19,France,€200k
Sebas Wade,Torino FC,Left-Back,"Apr 9, 2003",20,England,€10k
Wilfried Singo,Torino FC,Right-Back,"Dec 25, 2000",22,Cote d'Ivoire,€12.00m
Ola Aina,Torino FC,Right-Back,"Oct 8, 1996",26,Nigeria,€3.50m
Brian Bayeye,Torino FC,Right-Back,"Jun 30, 2000",23,DR Congo,€500k
Ali Dembélé,Torino FC,Right-Back,"Jan 5, 2004",19,France,€200k
Samuele Ricci,Torino FC,Defensive Midfield,"Aug 21, 2001",21,Italy,€20.00m
Ivan Ilić,Torino FC,Central Midfield,"Mar 17, 2001",22,Serbia,€19.00m
Saša Lukić,Torino FC,Central Midfield,"Aug 13, 1996",26,Serbia,€12.00m
Emirhan İlkhan,Torino FC,Central Midfield,"Jun 1, 2004",19,Türkiye,€4.00m
Karol Linetty,Torino FC,Central Midfield,"Feb 2, 1995",28,Poland,€3.50m
Ronaldo Vieira,Torino FC,Central Midfield,"Jul 19, 1998",24,England,€2.00m
Jacopo Segre,Torino FC,Central Midfield,"Feb 17, 1997",26,Italy,€1.70m
Gvidas Gineitis,Torino FC,Central Midfield,"Apr 15, 2004",19,Lithuania,€900k
Michel Adopo,Torino FC,Central Midfield,"Jul 19, 2000",22,France,€500k
Matthew Garbett,Torino FC,Central Midfield,"Apr 13, 2002",21,New Zealand,€300k
Aaron Ciammaglichella,Torino FC,Central Midfield,"Jan 26, 2005",18,Italy,-
Valentino Lazaro,Torino FC,Left Midfield,"Mar 24, 1996",27,Austria,€5.00m
Mërgim Vojvoda,Torino FC,Left Midfield,"Feb 1, 1995",28,Kosovo,€4.00m
Nikola Vlašić,Torino FC,Attacking Midfield,"Oct 4, 1997",25,Croatia,€17.00m
Aleksey Miranchuk,Torino FC,Attacking Midfield,"Oct 17, 1995",27,Russia,€12.00m
Nemanja Radonjic,Torino FC,Left Winger,"Feb 15, 1996",27,Serbia,€4.00m
Yann Karamoh,Torino FC,Left Winger,"Jul 8, 1998",24,France,€3.50m
Demba Seck,Torino FC,Right Winger,"Feb 10, 2001",22,Senegal,€2.70m
Simone Edera,Torino FC,Right Winger,"Jan 9, 1997",26,Italy,€300k
Antonio Sanabria,Torino FC,Centre-Forward,"Mar 4, 1996",27,Paraguay,€10.00m
Pietro Pellegri,Torino FC,Centre-Forward,"Mar 17, 2001",22,Italy,€3.50m
Luigi Caccavo,Torino FC,Centre-Forward,"Feb 3, 2004",19,Italy,€125k
Marco Silvestri,Udinese Calcio,Goalkeeper,"Mar 2, 1991",32,Italy,€5.00m
Daniele Padelli,Udinese Calcio,Goalkeeper,"Oct 25, 1985",37,Italy,€200k
Edoardo Piana,Udinese Calcio,Goalkeeper,"Sep 29, 2003",19,Italy,€50k
Nehuén Pérez,Udinese Calcio,Centre-Back,"Jun 24, 2000",23,Argentina,€10.00m
Jaka Bijol,Udinese Calcio,Centre-Back,"Feb 5, 1999",24,Slovenia,€10.00m
Rodrigo Becão,Udinese Calcio,Centre-Back,"Jan 19, 1996",27,Brazil,€10.00m
Enzo Ebosse,Udinese Calcio,Centre-Back,"Mar 11, 1999",24,Cameroon,€4.50m
Filip Benkovic,Udinese Calcio,Centre-Back,"Jul 13, 1997",25,Croatia,€2.20m
Bram Nuytinck,Udinese Calcio,Centre-Back,"May 4, 1990",33,Netherlands,€1.00m
James Abankwah,Udinese Calcio,Centre-Back,"Jan 16, 2004",19,Ireland,€300k
Axel Guessand,Udinese Calcio,Centre-Back,"Nov 6, 2004",18,France,€250k
Niccolò Cocetta,Udinese Calcio,Centre-Back,"Dec 19, 2003",19,Italy,€75k
Destiny Udogie,Udinese Calcio,Left-Back,"Nov 28, 2002",20,Italy,€25.00m
Adam Masina,Udinese Calcio,Left-Back,"Jan 2, 1994",29,Morocco,€2.50m
Leonardo Buta,Udinese Calcio,Left-Back,"Jun 5, 2002",21,Portugal,€1.50m
Marvin Zeegelaar,Udinese Calcio,Left-Back,"Aug 12, 1990",32,Netherlands,€400k
Brandon Soppy,Udinese Calcio,Right-Back,"Feb 21, 2002",21,France,€9.00m
Kingsley Ehizibue,Udinese Calcio,Right-Back,"May 25, 1995",28,Netherlands,€2.50m
Walace,Udinese Calcio,Defensive Midfield,"Apr 4, 1995",28,Brazil,€7.00m
Mato Jajalo,Udinese Calcio,Defensive Midfield,"May 25, 1988",35,Bosnia-Herzegovina,€250k
Riccardo Castagnaviz,Udinese Calcio,Defensive Midfield,"Jan 29, 2003",20,Italy,€50k
Lazar Samardžić,Udinese Calcio,Central Midfield,"Feb 24, 2002",21,Serbia,€14.00m
Jean-Victor Makengo,Udinese Calcio,Central Midfield,"Jun 12, 1998",25,France,€10.00m
Sandi Lovric,Udinese Calcio,Central Midfield,"Mar 28, 1998",25,Slovenia,€10.00m
Roberto Pereyra,Udinese Calcio,Central Midfield,"Jan 7, 1991",32,Argentina,€6.00m
Tolgay Arslan,Udinese Calcio,Central Midfield,"Aug 16, 1990",32,Germany,€1.40m
Martin Palumbo,Udinese Calcio,Central Midfield,"Mar 5, 2002",21,Norway,€700k
Matteo Bassi,Udinese Calcio,Central Midfield,"Jan 8, 2004",19,Italy,€10k
Festy Ebosele,Udinese Calcio,Right Midfield,"Aug 2, 2002",20,Ireland,€3.50m
Simone Pafundi,Udinese Calcio,Attacking Midfield,"Mar 14, 2006",17,Italy,€8.00m
Alberto Centis,Udinese Calcio,Attacking Midfield,"Feb 13, 2004",19,Italy,€75k
Florian Thauvin,Udinese Calcio,Right Winger,"Jan 26, 1993",30,France,€3.50m
Diego Russo,Udinese Calcio,Right Winger,"Apr 20, 2005",18,Italy,-
Beto,Udinese Calcio,Centre-Forward,"Jan 31, 1998",25,Portugal,€25.00m
Gerard Deulofeu,Udinese Calcio,Centre-Forward,"Mar 13, 1994",29,Spain,€10.00m
Isaac Success,Udinese Calcio,Centre-Forward,"Jan 7, 1996",27,Nigeria,€4.00m
Vivaldo Semedo,Udinese Calcio,Centre-Forward,"Jan 28, 2005",18,Portugal,€500k
Ilija Nestorovski,Udinese Calcio,Centre-Forward,"Mar 12, 1990",33,North Macedonia,€400k
Lukasz Skorupski,Bologna FC 1909,Goalkeeper,"May 5, 1991",32,Poland,€3.50m
Federico Ravaglia,Bologna FC 1909,Goalkeeper,"Nov 11, 1999",23,Italy,€450k
Francesco Bardi,Bologna FC 1909,Goalkeeper,"Jan 18, 1992",31,Italy,€400k
Nicola Bagnolini,Bologna FC 1909,Goalkeeper,"Mar 14, 2004",19,Italy,€200k
Francesco Raffaelli,Bologna FC 1909,Goalkeeper,"May 21, 2005",18,Italy,-
Jhon Lucumí,Bologna FC 1909,Centre-Back,"Jun 26, 1998",25,Colombia,€12.00m
Joaquín Sosa,Bologna FC 1909,Centre-Back,"Jan 10, 2002",21,Uruguay,€3.00m
Adama Soumaoro,Bologna FC 1909,Centre-Back,"Jun 18, 1992",31,France,€3.00m
Kevin Bonifazi,Bologna FC 1909,Centre-Back,"May 19, 1996",27,Italy,€2.80m
Gary Medel,Bologna FC 1909,Centre-Back,"Aug 3, 1987",35,Chile,€800k
Wisdom Amey,Bologna FC 1909,Centre-Back,"Aug 11, 2005",17,Italy,€700k
Matteo Angeli,Bologna FC 1909,Centre-Back,"Dec 30, 2002",20,Italy,€450k
Riccardo Stivanello,Bologna FC 1909,Centre-Back,"Apr 24, 2004",19,Italy,€250k
Mattia Motolese,Bologna FC 1909,Centre-Back,"Apr 13, 2004",19,Italy,€125k
Andrea Cambiaso,Bologna FC 1909,Left-Back,"Feb 20, 2000",23,Italy,€8.00m
Charalampos Lykogiannis,Bologna FC 1909,Left-Back,"Oct 22, 1993",29,Greece,€1.00m
Stefan Posch,Bologna FC 1909,Right-Back,"May 14, 1997",26,Austria,€14.00m
Denso Kasius,Bologna FC 1909,Right-Back,"Oct 6, 2002",20,Netherlands,€1.70m
Lorenzo De Silvestri,Bologna FC 1909,Right-Back,"May 23, 1988",35,Italy,€400k
Ibrahima Mbaye,Bologna FC 1909,Right-Back,"Nov 19, 1994",28,Senegal,€300k
Jerdy Schouten,Bologna FC 1909,Defensive Midfield,"Jan 12, 1997",26,Netherlands,€12.00m
Nikola Moro,Bologna FC 1909,Defensive Midfield,"Mar 12, 1998",25,Croatia,€6.50m
Nicolás Domínguez,Bologna FC 1909,Central Midfield,"Jun 28, 1998",25,Argentina,€17.00m
Michel Aebischer,Bologna FC 1909,Central Midfield,"Jan 6, 1997",26,Switzerland,€4.00m
Niklas Pyyhtiä,Bologna FC 1909,Central Midfield,"Sep 25, 2003",19,Finland,€600k
Kacper Urbanski,Bologna FC 1909,Central Midfield,"Sep 7, 2004",18,Poland,€600k
Kingsley Michael,Bologna FC 1909,Central Midfield,"Aug 26, 1999",23,Nigeria,€250k
Georgios Kyriakopoulos,Bologna FC 1909,Left Midfield,"Feb 5, 1996",27,Greece,€3.80m
Lewis Ferguson,Bologna FC 1909,Attacking Midfield,"Aug 24, 1999",23,Scotland,€12.00m
Roberto Soriano,Bologna FC 1909,Attacking Midfield,"Feb 8, 1991",32,Italy,€2.50m
Musa Barrow,Bologna FC 1909,Left Winger,"Nov 14, 1998",24,The Gambia,€11.00m
Nicola Sansone,Bologna FC 1909,Left Winger,"Sep 10, 1991",31,Italy,€1.50m
Riccardo Orsolini,Bologna FC 1909,Right Winger,"Jan 24, 1997",26,Italy,€12.00m
Emanuel Vignato,Bologna FC 1909,Right Winger,"Aug 24, 2000",22,Italy,€2.00m
Orji Okwonkwo,Bologna FC 1909,Right Winger,"Jan 19, 1998",25,Nigeria,-
Joshua Zirkzee,Bologna FC 1909,Centre-Forward,"May 22, 2001",22,Netherlands,€9.00m
Marko Arnautovic,Bologna FC 1909,Centre-Forward,"Apr 19, 1989",34,Austria,€5.00m
Antonio Raimondo,Bologna FC 1909,Centre-Forward,"Mar 18, 2004",19,Italy,€800k
Michele Di Gregorio,AC Monza,Goalkeeper,"Jul 27, 1997",25,Italy,€8.00m
Alessio Cragno,AC Monza,Goalkeeper,"Jun 28, 1994",29,Italy,€3.00m
Alessandro Sorrentino,AC Monza,Goalkeeper,"Apr 3, 2002",21,Italy,€500k
Eugenio Lamanna,AC Monza,Goalkeeper,"Aug 7, 1989",33,Italy,€100k
Marlon,AC Monza,Centre-Back,"Sep 7, 1995",27,Brazil,€6.00m
Pablo Marí,AC Monza,Centre-Back,"Aug 31, 1993",29,Spain,€5.00m
Andrea Carboni,AC Monza,Centre-Back,"Feb 4, 2001",22,Italy,€4.00m
Armando Izzo,AC Monza,Centre-Back,"Mar 2, 1992",31,Italy,€3.00m
Luca Caldirola,AC Monza,Centre-Back,"Feb 1, 1991",32,Italy,€1.50m
Valentin Antov,AC Monza,Centre-Back,"Nov 9, 2000",22,Bulgaria,€800k
Luca Marrone,AC Monza,Centre-Back,"Mar 28, 1990",33,Italy,€200k
Sheriff Kassama,AC Monza,Centre-Back,"Sep 16, 2004",18,Italy,€150k
Gabriel Paletta,AC Monza,Centre-Back,"Feb 15, 1986",37,Italy,-
Andrea Ranocchia,AC Monza,Centre-Back,"Feb 16, 1988",35,Italy,-
Franco Carboni,AC Monza,Left-Back,"Apr 4, 2003",20,Argentina,€1.00m
Samuele Birindelli,AC Monza,Right-Back,"Jul 19, 1999",23,Italy,€2.30m
Gabriele Ferrarini,AC Monza,Right-Back,"Apr 9, 2000",23,Italy,€550k
Giulio Donati,AC Monza,Right-Back,"Feb 5, 1990",33,Italy,€500k
Nicolò Rovella,AC Monza,Defensive Midfield,"Dec 4, 2001",21,Italy,€18.00m
Andrea Barberis,AC Monza,Defensive Midfield,"Dec 11, 1993",29,Italy,€800k
Antonis Siatounis,AC Monza,Defensive Midfield,"Aug 26, 2002",20,Greece,€75k
Leonardo Colombo,AC Monza,Defensive Midfield,"Jun 4, 2005",18,Italy,-
Matteo Pessina,AC Monza,Central Midfield,"Apr 21, 1997",26,Italy,€15.00m
Stefano Sensi,AC Monza,Central Midfield,"Aug 5, 1995",27,Italy,€8.00m
Filippo Ranocchia,AC Monza,Central Midfield,"May 14, 2001",22,Italy,€1.80m
José Machín,AC Monza,Central Midfield,"Aug 14, 1996",26,Equatorial Guinea,€1.50m
Mattia Valoti,AC Monza,Central Midfield,"Sep 6, 1993",29,Italy,€1.50m
Warren Bondo,AC Monza,Central Midfield,"Sep 15, 2003",19,France,€700k
Patrick Ciurria,AC Monza,Right Midfield,"Feb 9, 1995",28,Italy,€5.00m
Salvatore Molina,AC Monza,Right Midfield,"Jan 1, 1992",31,Italy,€650k
Carlos Augusto,AC Monza,Left Midfield,"Jan 7, 1999",24,Brazil,€15.00m
Andrea Colpani,AC Monza,Attacking Midfield,"May 11, 1999",24,Italy,€4.00m
Samuele Vignato,AC Monza,Attacking Midfield,"Feb 24, 2004",19,Italy,€600k
Andrea Ferraris,AC Monza,Left Winger,"Feb 22, 2003",20,Italy,€100k
Marco D'Alessandro,AC Monza,Right Winger,"Feb 17, 1991",32,Italy,€700k
Gianluca Caprari,AC Monza,Second Striker,"Jul 30, 1993",29,Italy,€8.00m
Andrea Petagna,AC Monza,Centre-Forward,"Jun 30, 1995",28,Italy,€10.00m
Dany Mota,AC Monza,Centre-Forward,"May 2, 1998",25,Portugal,€6.00m
Christian Gytkjaer,AC Monza,Centre-Forward,"May 6, 1990",33,Denmark,€800k
Mirko Maric,AC Monza,Centre-Forward,"May 16, 1995",28,Croatia,€800k
Leo dos Reis,AC Monza,Centre-Forward,"Jan 23, 2003",20,Spain,€75k
Guglielmo Vicario,FC Empoli,Goalkeeper,"Oct 7, 1996",26,Italy,€16.00m
Samuele Perisan,FC Empoli,Goalkeeper,"Aug 21, 1997",25,Italy,€800k
Jacopo Furlan,FC Empoli,Goalkeeper,"Feb 22, 1993",30,Italy,€200k
Lovro Stubljar,FC Empoli,Goalkeeper,"Aug 9, 2004",18,Slovenia,€200k
Samir Ujkani,FC Empoli,Goalkeeper,"Jul 5, 1988",34,Kosovo,€100k
Gian Marco Fantoni,FC Empoli,Goalkeeper,"Jan 24, 2004",19,Italy,€50k
Jacopo Seghetti,FC Empoli,Goalkeeper,"Feb 17, 2005",18,Italy,-
Koni De Winter,FC Empoli,Centre-Back,"Jun 12, 2002",21,Belgium,€4.00m
Ardian Ismajli,FC Empoli,Centre-Back,"Sep 30, 1996",26,Albania,€3.50m
Sebastian Walukiewicz,FC Empoli,Centre-Back,"Apr 5, 2000",23,Poland,€3.00m
Sebastiano Luperto,FC Empoli,Centre-Back,"Sep 6, 1996",26,Italy,€3.00m
Gabriele Guarino,FC Empoli,Centre-Back,"Apr 14, 2004",19,Italy,€800k
Lorenzo Tonelli,FC Empoli,Centre-Back,"Jan 17, 1990",33,Italy,€500k
Gabriele Indragoli,FC Empoli,Centre-Back,"Feb 20, 2004",19,Italy,€100k
Fabiano Parisi,FC Empoli,Left-Back,"Nov 9, 2000",22,Italy,€10.00m
Liberato Cacace,FC Empoli,Left-Back,"Sep 27, 2000",22,New Zealand,€2.00m
Samuele Angori,FC Empoli,Left-Back,"Oct 7, 2003",19,Italy,€200k
Tyronne Ebuehi,FC Empoli,Right-Back,"Dec 16, 1995",27,Nigeria,€2.50m
Petar Stojanović,FC Empoli,Right-Back,"Oct 7, 1995",27,Slovenia,€2.30m
Alberto Grassi,FC Empoli,Defensive Midfield,"Mar 7, 1995",28,Italy,€2.00m
Leo Stulac,FC Empoli,Defensive Midfield,"Sep 26, 1994",28,Slovenia,€1.00m
Duccio Degli Innocenti,FC Empoli,Defensive Midfield,"Apr 28, 2003",20,Italy,€500k
Răzvan Marin,FC Empoli,Central Midfield,"May 23, 1996",27,Romania,€8.00m
Jacopo Fazzini,FC Empoli,Central Midfield,"Mar 16, 2003",20,Italy,€3.50m
Filippo Bandinelli,FC Empoli,Central Midfield,"Mar 29, 1995",28,Italy,€3.50m
Liam Henderson,FC Empoli,Central Midfield,"Apr 25, 1996",27,Scotland,€2.50m
Nicolas Haas,FC Empoli,Central Midfield,"Jan 23, 1996",27,Switzerland,€2.00m
Jean-Daniel Akpa Akpro,FC Empoli,Central Midfield,"Oct 11, 1992",30,Cote d'Ivoire,€1.50m
Giovanni Crociata,FC Empoli,Central Midfield,"Aug 11, 1997",25,Italy,€750k
Lorenzo Ignacchiti,FC Empoli,Central Midfield,"Apr 25, 2004",19,Italy,€250k
Alessandro Renzi,FC Empoli,Central Midfield,"Jan 27, 2004",19,Italy,€175k
Tommaso Baldanzi,FC Empoli,Attacking Midfield,"Mar 23, 2003",20,Italy,€15.00m
Nedim Bajrami,FC Empoli,Attacking Midfield,"Feb 28, 1999",24,Albania,€7.50m
Nicolò Cambiaghi,FC Empoli,Left Winger,"Dec 28, 2000",22,Italy,€8.00m
Marko Pjaca,FC Empoli,Left Winger,"May 6, 1995",28,Croatia,€1.70m
Emanuel Vignato,FC Empoli,Right Winger,"Aug 24, 2000",22,Italy,€2.00m
Davide Merola,FC Empoli,Right Winger,"Mar 27, 2000",23,Italy,€400k
Martín Satriano,FC Empoli,Centre-Forward,"Feb 20, 2001",22,Uruguay,€7.00m
Roberto Piccoli,FC Empoli,Centre-Forward,"Jan 27, 2001",22,Italy,€3.50m
Sam Lammers,FC Empoli,Centre-Forward,"Apr 30, 1997",26,Netherlands,€2.00m
Francesco Caputo,FC Empoli,Centre-Forward,"Aug 6, 1987",35,Italy,€1.50m
Mattia Destro,FC Empoli,Centre-Forward,"Mar 20, 1991",32,Italy,€1.30m
Herculano Nabian,FC Empoli,Centre-Forward,"Jan 25, 2004",19,Portugal,€450k
Emmanuel Ekong,FC Empoli,Centre-Forward,"Jun 25, 2002",21,Sweden,€250k
Lorenzo Montipò,Hellas Verona,Goalkeeper,"Feb 20, 1996",27,Italy,€4.00m
Simone Perilli,Hellas Verona,Goalkeeper,"Jan 7, 1995",28,Italy,€200k
Mattia Chiesa,Hellas Verona,Goalkeeper,"Jul 16, 2000",22,Italy,€100k
Alessandro Berardi,Hellas Verona,Goalkeeper,"Jan 16, 1991",32,Italy,€50k
Giacomo Toniolo,Hellas Verona,Goalkeeper,"Apr 1, 2004",19,Italy,€10k
Manuel Ravasio,Hellas Verona,Goalkeeper,"Jul 7, 2005",17,Italy,-
Isak Hien,Hellas Verona,Centre-Back,"Jan 13, 1999",24,Sweden,€6.00m
Diego Coppola,Hellas Verona,Centre-Back,"Dec 28, 2003",19,Italy,€4.00m
Koray Günter,Hellas Verona,Centre-Back,"Aug 16, 1994",28,Germany,€3.50m
Giangiacomo Magnani,Hellas Verona,Centre-Back,"Oct 4, 1995",27,Italy,€3.00m
Paweł Dawidowicz,Hellas Verona,Centre-Back,"May 20, 1995",28,Poland,€3.00m
Bruno Amione,Hellas Verona,Centre-Back,"Jan 3, 2002",21,Argentina,€2.70m
Panagiotis Retsos,Hellas Verona,Centre-Back,"Aug 9, 1998",24,Greece,€2.00m
Federico Ceccherini,Hellas Verona,Centre-Back,"May 11, 1992",31,Italy,€1.50m
Josh Doig,Hellas Verona,Left-Back,"May 18, 2002",21,Scotland,€8.00m
Juan Cabal,Hellas Verona,Left-Back,"Jan 8, 2001",22,Colombia,€2.50m
Davide Faraoni,Hellas Verona,Right-Back,"Oct 25, 1991",31,Italy,€3.00m
Fabio Depaoli,Hellas Verona,Right-Back,"Apr 24, 1997",26,Italy,€3.00m
Filippo Terracciano,Hellas Verona,Right-Back,"Feb 8, 2003",20,Italy,€1.50m
Deyovaisio Zeefuik,Hellas Verona,Right-Back,"Mar 11, 1998",25,Netherlands,€1.20m
Adrien Tamèze,Hellas Verona,Defensive Midfield,"Feb 4, 1994",29,Cameroon,€6.00m
Oliver Abildgaard,Hellas Verona,Defensive Midfield,"Jun 10, 1996",27,Denmark,€4.50m
Martin Hongla,Hellas Verona,Defensive Midfield,"Mar 16, 1998",25,Cameroon,€3.00m
Ibrahim Sulemana,Hellas Verona,Defensive Midfield,"May 22, 2003",20,Ghana,€1.50m
Miguel Veloso,Hellas Verona,Defensive Midfield,"May 11, 1986",37,Portugal,€500k
Joselito,Hellas Verona,Defensive Midfield,"Feb 9, 2004",19,Spain,€75k
Ivan Ilić,Hellas Verona,Central Midfield,"Mar 17, 2001",22,Serbia,€19.00m
Ondrej Duda,Hellas Verona,Central Midfield,"Dec 5, 1994",28,Slovakia,€3.40m
Darko Lazović,Hellas Verona,Left Midfield,"Sep 15, 1990",32,Serbia,€2.50m
Antonín Barák,Hellas Verona,Attacking Midfield,"Dec 3, 1994",28,Czech Republic,€10.00m
Simone Verdi,Hellas Verona,Attacking Midfield,"Jul 12, 1992",30,Italy,€4.00m
Ajdin Hrustić,Hellas Verona,Attacking Midfield,"Jul 5, 1996",26,Australia,€1.50m
Mateusz Praszelik,Hellas Verona,Attacking Midfield,"Sep 26, 2000",22,Poland,€900k
Alessandro Cortinovis,Hellas Verona,Attacking Midfield,"Jan 25, 2001",22,Italy,€700k
Alphadjo Cissè,Hellas Verona,Attacking Midfield,"Oct 22, 2006",16,Italy,-
Jayden Braaf,Hellas Verona,Left Winger,"Aug 31, 2002",20,Netherlands,€1.00m
Cyril Ngonge,Hellas Verona,Right Winger,"May 26, 2000",23,Belgium,€2.00m
Yayah Kallon,Hellas Verona,Right Winger,"Jun 30, 2001",22,Sierra Leone,€1.50m
Davide Bragantini,Hellas Verona,Right Winger,"Aug 17, 2003",19,Italy,€150k
Denis Cazzadori,Hellas Verona,Second Striker,"Mar 16, 2004",19,Italy,€150k
Thomas Henry,Hellas Verona,Centre-Forward,"Sep 20, 1994",28,France,€4.00m
Roberto Piccoli,Hellas Verona,Centre-Forward,"Jan 27, 2001",22,Italy,€3.50m
Kevin Lasagna,Hellas Verona,Centre-Forward,"Aug 10, 1992",30,Italy,€1.80m
Adolfo Gaich,Hellas Verona,Centre-Forward,"Feb 26, 1999",24,Argentina,€1.80m
Milan Djuric,Hellas Verona,Centre-Forward,"May 22, 1990",33,Bosnia-Herzegovina,€1.00m
Federico Caia,Hellas Verona,Centre-Forward,"Apr 21, 2003",20,Italy,€150k
Guillermo Ochoa,US Salernitana 1919,Goalkeeper,"Jul 13, 1985",37,Mexico,€1.50m
Luigi Sepe,US Salernitana 1919,Goalkeeper,"May 8, 1991",32,Italy,€1.00m
Alessandro Micai,US Salernitana 1919,Goalkeeper,"Jul 24, 1993",29,Italy,€500k
Vincenzo Fiorillo,US Salernitana 1919,Goalkeeper,"Jan 13, 1990",33,Italy,€200k
Jacopo De Matteis,US Salernitana 1919,Goalkeeper,"Dec 28, 2002",20,Italy,€25k
Andrea Sorrentino,US Salernitana 1919,Goalkeeper,"Oct 21, 2004",18,Italy,€25k
Pasquale Allocca,US Salernitana 1919,Goalkeeper,"May 9, 2005",18,Italy,-
Flavius Daniliuc,US Salernitana 1919,Centre-Back,"Apr 27, 2001",22,Austria,€8.00m
Lorenzo Pirola,US Salernitana 1919,Centre-Back,"Feb 20, 2002",21,Italy,€8.00m
Matteo Lovato,US Salernitana 1919,Centre-Back,"Feb 14, 2000",23,Italy,€6.00m
Dylan Bronn,US Salernitana 1919,Centre-Back,"Jun 19, 1995",28,Tunisia,€2.50m
William Troost-Ekong,US Salernitana 1919,Centre-Back,"Sep 1, 1993",29,Nigeria,€2.50m
