Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Vito Mannone,FC Lorient,Goalkeeper,"Mar 2, 1988",35,Italy,€300k
Teddy Bartouche,FC Lorient,Goalkeeper,"Jun 5, 1997",26,Guadeloupe,€150k
Montassar Talbi,FC Lorient,Centre-Back,"May 26, 1998",25,Tunisia,€8.00m
Chrislain Matsima,FC Lorient,Centre-Back,"May 15, 2002",21,France,€6.00m
Julien Laporte,FC Lorient,Centre-Back,"Nov 4, 1993",29,France,€2.50m
Bamo Meïté,FC Lorient,Centre-Back,"Dec 3, 2001",21,Cote d'Ivoire,€2.50m
Léo Pétrot,FC Lorient,Centre-Back,"Apr 15, 1997",26,France,€900k
Loris Mouyokolo,FC Lorient,Centre-Back,"May 22, 2001",22,France,€500k
Maxime Wackers,FC Lorient,Centre-Back,"Jan 1, 1998",25,France,€150k
Aurélien Pelon,FC Lorient,Centre-Back,"May 6, 2004",19,France,€50k
Paul Mbelek,FC Lorient,Centre-Back,"Jul 22, 1999",23,France,-
Darlin Yongwa,FC Lorient,Left-Back,"Sep 22, 2000",22,Cameroon,€1.20m
Vincent Le Goff,FC Lorient,Left-Back,"Oct 15, 1989",33,France,€1.00m
Samuel Loric,FC Lorient,Left-Back,"Jul 5, 2000",22,France,€500k
Gédéon Kalulu,FC Lorient,Right-Back,"Aug 29, 1997",25,DR Congo,€5.00m
Igor Silva,FC Lorient,Right-Back,"Aug 21, 1996",26,Brazil,€1.50m
Laurent Abergel,FC Lorient,Defensive Midfield,"Feb 1, 1993",30,France,€3.00m
Bonke Innocent,FC Lorient,Defensive Midfield,"Jan 20, 1996",27,Nigeria,€2.00m
Jean-Victor Makengo,FC Lorient,Central Midfield,"Jun 12, 1998",25,France,€10.00m
Ayman Kari,FC Lorient,Central Midfield,"Nov 19, 2004",18,France,€1.00m
Paul Bellon,FC Lorient,Central Midfield,"Jan 15, 2000",23,France,€100k
Romain Faivre,FC Lorient,Right Midfield,"Jul 14, 1998",24,France,€10.00m
Théo Le Bris,FC Lorient,Left Midfield,"Oct 1, 2002",20,France,€3.00m
Enzo Le Fée,FC Lorient,Attacking Midfield,"Feb 3, 2000",23,France,€20.00m
Julien Ponceau,FC Lorient,Attacking Midfield,"Nov 28, 2000",22,France,€2.50m
Adil Aouchiche,FC Lorient,Attacking Midfield,"Jul 15, 2002",20,France,€2.20m
Quentin Boisgard,FC Lorient,Attacking Midfield,"Mar 17, 1997",26,France,€1.00m
Eli Junior Kroupi,FC Lorient,Attacking Midfield,"Jun 23, 2006",17,France,€400k
Armand Laurienté,FC Lorient,Left Winger,"Dec 4, 1998",24,France,€18.00m
Yoann Cathline,FC Lorient,Left Winger,"Jul 22, 2002",20,France,€2.00m
Erwan Colas,FC Lorient,Left Winger,"Apr 22, 1997",26,France,-
Dango Ouattara,FC Lorient,Right Winger,"Feb 11, 2002",21,Burkina Faso,€25.00m
Stéphane Diarra,FC Lorient,Right Winger,"Dec 9, 1998",24,Cote d'Ivoire,€2.50m
Terem Moffi,FC Lorient,Centre-Forward,"May 25, 1999",24,Nigeria,€20.00m
Bamba Dieng,FC Lorient,Centre-Forward,"Mar 23, 2000",23,Senegal,€8.00m
Ibrahima Koné,FC Lorient,Centre-Forward,"Jun 16, 1999",24,Mali,€4.00m
Adrian Grbic,FC Lorient,Centre-Forward,"Aug 4, 1996",26,Austria,€1.50m
Pablo Pagis,FC Lorient,Centre-Forward,"Dec 29, 2002",20,France,€1.50m
Siriné Doucouré,FC Lorient,Centre-Forward,"Apr 8, 2002",21,Mali,€500k
Yehvann Diouf,Stade Reims,Goalkeeper,"Nov 16, 1999",23,France,€8.00m
Patrick Pentz,Stade Reims,Goalkeeper,"Jan 2, 1997",26,Austria,€1.50m
Alexandre Olliero,Stade Reims,Goalkeeper,"Feb 15, 1996",27,France,€600k
Nicolas Penneteau,Stade Reims,Goalkeeper,"Feb 28, 1981",42,France,€100k
Florent Duparchy,Stade Reims,Goalkeeper,"Jun 20, 2000",23,France,€100k
Soumaïla Sylla,Stade Reims,Goalkeeper,"Mar 15, 2004",19,France,€50k
Wout Faes,Stade Reims,Centre-Back,"Apr 3, 1998",25,Belgium,€20.00m
Emmanuel Agbadou,Stade Reims,Centre-Back,"Jun 17, 1997",26,Cote d'Ivoire,€7.50m
Andreaw Gravillon,Stade Reims,Centre-Back,"Feb 8, 1998",25,Guadeloupe,€4.00m
Check Keita,Stade Reims,Centre-Back,"Apr 2, 2003",20,France,€1.50m
Yunis Abdelhamid,Stade Reims,Centre-Back,"Sep 28, 1987",35,Morocco,€700k
Moustapha Mbow,Stade Reims,Centre-Back,"Mar 8, 2000",23,Senegal,€600k
Fallou Fall,Stade Reims,Centre-Back,"Apr 15, 2004",19,Senegal,€150k
Thibault De Smet,Stade Reims,Left-Back,"Jun 5, 1998",25,Belgium,€3.00m
Bradley Locko,Stade Reims,Left-Back,"May 6, 2002",21,France,€2.50m
Thomas Foket,Stade Reims,Right-Back,"Sep 25, 1994",28,Belgium,€5.00m
Maxime Busi,Stade Reims,Right-Back,"Oct 14, 1999",23,Belgium,€2.50m
Ibrahim Diakité,Stade Reims,Right-Back,"Oct 31, 2003",19,Guinea,€350k
Thérence Koudou,Stade Reims,Right-Back,"Dec 13, 2004",18,France,€100k
Azor Matusiwa,Stade Reims,Defensive Midfield,"Apr 28, 1998",25,Netherlands,€7.50m
Dion Lopy,Stade Reims,Defensive Midfield,"Feb 2, 2002",21,Senegal,€4.00m
Samuel Koeberlé,Stade Reims,Defensive Midfield,"Nov 26, 2004",18,France,€250k
Valentin Atangana,Stade Reims,Defensive Midfield,"Aug 25, 2005",17,France,€250k
Marshall Munetsi,Stade Reims,Central Midfield,"Jun 22, 1996",27,Zimbabwe,€9.00m
Jens Cajuste,Stade Reims,Central Midfield,"Aug 10, 1999",23,Sweden,€6.00m
Martin Adeline,Stade Reims,Central Midfield,"Dec 2, 2003",19,France,€800k
Kamory Doumbia,Stade Reims,Attacking Midfield,"Feb 18, 2003",20,Mali,€2.50m
Alexis Flips,Stade Reims,Left Winger,"Jan 18, 2000",23,France,€6.00m
Arbër Zeneli,Stade Reims,Left Winger,"Feb 25, 1995",28,Kosovo,€3.50m
Nathanaël Mbuku,Stade Reims,Left Winger,"Mar 16, 2002",21,France,€3.00m
Myziane Maolida,Stade Reims,Left Winger,"Feb 14, 1999",24,Comoros,€1.50m
Mamadou Diakhon,Stade Reims,Left Winger,"Sep 22, 2005",17,France,-
Junya Ito,Stade Reims,Right Winger,"Mar 9, 1993",30,Japan,€10.00m
Mitchell van Bergen,Stade Reims,Right Winger,"Aug 27, 1999",23,Netherlands,€1.20m
Rafik Guitane,Stade Reims,Right Winger,"May 26, 1999",24,Algeria,€1.00m
Folarin Balogun,Stade Reims,Centre-Forward,"Jul 3, 2001",21,United States,€30.00m
El Bilal Touré,Stade Reims,Centre-Forward,"Oct 3, 2001",21,Mali,€12.00m
Kaj Sierhuis,Stade Reims,Centre-Forward,"Apr 27, 1998",25,Netherlands,€1.20m
Noah Jean Holm,Stade Reims,Centre-Forward,"May 23, 2001",22,Norway,€700k
Mohamed Touré,Stade Reims,Centre-Forward,"Mar 26, 2004",19,Australia,€400k
Jonas Omlin,Montpellier HSC,Goalkeeper,"Jan 10, 1994",29,Switzerland,€9.00m
Benjamin Lecomte,Montpellier HSC,Goalkeeper,"Apr 26, 1991",32,France,€4.00m
Dimitry Bertaud,Montpellier HSC,Goalkeeper,"Jun 6, 1998",25,DR Congo,€1.50m
Bingourou Kamara,Montpellier HSC,Goalkeeper,"Oct 21, 1996",26,Senegal,€800k
Matis Carvalho,Montpellier HSC,Goalkeeper,"Apr 28, 1999",24,Portugal,€300k
Maxime Estève,Montpellier HSC,Centre-Back,"May 26, 2002",21,France,€7.00m
Kiki Kouyaté,Montpellier HSC,Centre-Back,"Apr 15, 1997",26,Mali,€5.00m
Christopher Jullien,Montpellier HSC,Centre-Back,"Mar 22, 1993",30,France,€3.50m
Mamadou Sakho,Montpellier HSC,Centre-Back,"Feb 13, 1990",33,France,€2.50m
Pedro Mendes,Montpellier HSC,Centre-Back,"Oct 1, 1990",32,Portugal,€1.80m
Téo Allix,Montpellier HSC,Centre-Back,"Jul 5, 2004",18,France,€150k
Redouane Halhal,Montpellier HSC,Centre-Back,"Mar 5, 2003",20,Morocco,€100k
Faitout Maouassa,Montpellier HSC,Left-Back,"Jul 6, 1998",24,France,€6.00m
Nicolas Cozza,Montpellier HSC,Left-Back,"Jan 8, 1999",24,France,€3.50m
Issiaga Sylla,Montpellier HSC,Left-Back,"Jan 1, 1994",29,Guinea,€2.50m
Théo Sainte-Luce,Montpellier HSC,Left-Back,"Oct 20, 1998",24,France,€2.00m
Thibault Tamas,Montpellier HSC,Left-Back,"Feb 20, 2001",22,France,€150k
Falaye Sacko,Montpellier HSC,Right-Back,"May 1, 1995",28,Mali,€4.00m
Enzo Tchato,Montpellier HSC,Right-Back,"Nov 23, 2002",20,Cameroon,€2.50m
Arnaud Souquet,Montpellier HSC,Right-Back,"Feb 12, 1992",31,France,€2.00m
Mathías Suárez,Montpellier HSC,Right-Back,"Jun 24, 1996",27,Uruguay,€300k
Ryan Tchato,Montpellier HSC,Right-Back,"Sep 13, 2004",18,Cameroon,€150k
Joris Chotard,Montpellier HSC,Defensive Midfield,"Sep 24, 2001",21,France,€9.00m
Jordan Ferri,Montpellier HSC,Central Midfield,"Mar 12, 1992",31,France,€5.00m
Khalil Fayad,Montpellier HSC,Central Midfield,"Jun 9, 2004",19,France,€4.50m
Léo Leroy,Montpellier HSC,Central Midfield,"Feb 14, 2000",23,France,€1.20m
Matéo Loubatières,Montpellier HSC,Central Midfield,"Sep 15, 2003",19,France,€150k
Téji Savanier,Montpellier HSC,Attacking Midfield,"Dec 22, 1991",31,France,€10.00m
Sacha Delaye,Montpellier HSC,Attacking Midfield,"Apr 23, 2002",21,France,€400k
Stephy Mavididi,Montpellier HSC,Left Winger,"May 31, 1998",25,England,€6.00m
Wahbi Khazri,Montpellier HSC,Left Winger,"Feb 8, 1991",32,Tunisia,€2.50m
Béni Makouana,Montpellier HSC,Left Winger,"Sep 28, 2002",20,Congo,€600k
Arnaud Nordin,Montpellier HSC,Right Winger,"Jun 17, 1998",25,France,€7.00m
Axel Gueguin,Montpellier HSC,Right Winger,"Mar 24, 2005",18,France,€800k
Elye Wahi,Montpellier HSC,Centre-Forward,"Jan 2, 2003",20,France,€35.00m
Valère Germain,Montpellier HSC,Centre-Forward,"Apr 17, 1990",33,France,€1.50m
Serigne Faye,Montpellier HSC,Centre-Forward,"Apr 5, 2004",19,Senegal,€300k
Yanis Guermouche,Montpellier HSC,Centre-Forward,"Apr 15, 2001",22,Algeria,€150k
Edvin Bongemba,Montpellier HSC,Centre-Forward,"Jan 14, 2004",19,France,€50k
Matz Sels,RC Strasbourg Alsace,Goalkeeper,"Feb 26, 1992",31,Belgium,€7.00m
Eiji Kawashima,RC Strasbourg Alsace,Goalkeeper,"Mar 20, 1983",40,Japan,€150k
Robin Risser,RC Strasbourg Alsace,Goalkeeper,"Dec 2, 2004",18,France,€150k
Alexandre Pierre,RC Strasbourg Alsace,Goalkeeper,"Feb 25, 2001",22,Haiti,€100k
Alexander Djiku,RC Strasbourg Alsace,Centre-Back,"Aug 9, 1994",28,Ghana,€8.00m
Ismaël Doukouré,RC Strasbourg Alsace,Centre-Back,"Jul 24, 2003",19,France,€6.00m
Gerzino Nyamsi,RC Strasbourg Alsace,Centre-Back,"Jan 22, 1997",26,France,€5.00m
Lucas Perrin,RC Strasbourg Alsace,Centre-Back,"Nov 19, 1998",24,France,€3.00m
Maxime Le Marchand,RC Strasbourg Alsace,Centre-Back,"Oct 11, 1989",33,France,€1.00m
Franci Bouebari,RC Strasbourg Alsace,Centre-Back,"Sep 12, 2003",19,France,€250k
Eduard Sobol,RC Strasbourg Alsace,Left-Back,"Apr 20, 1995",28,Ukraine,€2.50m
Thomas Delaine,RC Strasbourg Alsace,Left-Back,"Mar 24, 1992",31,France,€1.20m
Anas Nanah,RC Strasbourg Alsace,Left-Back,"Mar 12, 2003",20,Morocco,€50k
Colin Dagba,RC Strasbourg Alsace,Right-Back,"Sep 9, 1998",24,France,€4.50m
Frédéric Guilbert,RC Strasbourg Alsace,Right-Back,"Dec 24, 1994",28,France,€4.50m
Ronaël Pierre-Gabriel,RC Strasbourg Alsace,Right-Back,"Jun 13, 1998",25,France,€3.50m
Karol Fila,RC Strasbourg Alsace,Right-Back,"Jun 13, 1998",25,Poland,€900k
Marvin Senaya,RC Strasbourg Alsace,Right-Back,"Jan 28, 2001",22,France,€900k
Antoine Nuss,RC Strasbourg Alsace,Right-Back,"Dec 19, 2003",19,France,€100k
Ibrahima Sissoko,RC Strasbourg Alsace,Defensive Midfield,"Oct 27, 1997",25,Mali,€6.00m
Jean-Eudes Aholou,RC Strasbourg Alsace,Defensive Midfield,"Mar 20, 1994",29,Cote d'Ivoire,€2.50m
Jean-Ricner Bellegarde,RC Strasbourg Alsace,Central Midfield,"Jun 27, 1998",25,France,€10.00m
Morgan Sanson,RC Strasbourg Alsace,Central Midfield,"Aug 18, 1994",28,France,€6.00m
Sanjin Prcic,RC Strasbourg Alsace,Central Midfield,"Nov 20, 1993",29,Bosnia-Herzegovina,€3.00m
Dimitri Liénard,RC Strasbourg Alsace,Left Midfield,"Feb 13, 1988",35,France,€500k
Habib Diarra,RC Strasbourg Alsace,Attacking Midfield,"Jan 3, 2004",19,Senegal,€10.00m
Adrien Thomasson,RC Strasbourg Alsace,Attacking Midfield,"Dec 10, 1993",29,France,€6.00m
Nordine Kandil,RC Strasbourg Alsace,Attacking Midfield,"Oct 31, 2001",21,Morocco,€400k
Jordan Robinand,RC Strasbourg Alsace,Attacking Midfield,"Sep 16, 2003",19,France,€50k
Dany Jean,RC Strasbourg Alsace,Left Winger,"Nov 28, 2002",20,Haiti,€150k
Tom Saettel,RC Strasbourg Alsace,Left Winger,"Jun 19, 2005",18,France,€150k
Habib Diallo,RC Strasbourg Alsace,Centre-Forward,"Jun 18, 1995",28,Senegal,€18.00m
Ludovic Ajorque,RC Strasbourg Alsace,Centre-Forward,"Feb 25, 1994",29,France,€9.00m
Kévin Gameiro,RC Strasbourg Alsace,Centre-Forward,"May 9, 1987",36,France,€1.20m
Lebo Mothiba,RC Strasbourg Alsace,Centre-Forward,"Jan 28, 1996",27,South Africa,€1.20m
Yuito Suzuki,RC Strasbourg Alsace,Centre-Forward,"Oct 25, 2001",21,Japan,€600k
Alban Lafont,FC Nantes,Goalkeeper,"Jan 23, 1999",24,France,€16.00m
Rémy Descamps,FC Nantes,Goalkeeper,"Jun 25, 1996",27,France,€700k
Denis Petric,FC Nantes,Goalkeeper,"May 24, 1988",35,Slovenia,€150k
João Victor,FC Nantes,Centre-Back,"Jul 17, 1998",24,Brazil,€7.00m
Andrei Girotto,FC Nantes,Centre-Back,"Feb 17, 1992",31,Brazil,€4.00m
Jean-Charles Castelletto,FC Nantes,Centre-Back,"Jan 26, 1995",28,Cameroon,€3.50m
Nicolas Pallois,FC Nantes,Centre-Back,"Sep 19, 1987",35,France,€900k
Nathan Zeze,FC Nantes,Centre-Back,"Jun 18, 2005",18,France,€400k
Robin Voisine,FC Nantes,Centre-Back,"Apr 7, 2002",21,France,€150k
Junior Diaz,FC Nantes,Centre-Back,"Jul 23, 2003",19,Cote d'Ivoire,€100k
Quentin Merlin,FC Nantes,Left-Back,"May 16, 2002",21,France,€7.00m
Jaouen Hadjam,FC Nantes,Left-Back,"Mar 26, 2003",20,Algeria,€2.00m
Charles Traoré,FC Nantes,Left-Back,"Jan 1, 1992",31,Mali,€600k
Fabien Centonze,FC Nantes,Right-Back,"Jan 16, 1996",27,France,€4.00m
Dennis Appiah,FC Nantes,Right-Back,"Jun 9, 1992",31,France,€1.50m
Fábio,FC Nantes,Right-Back,"Jul 9, 1990",32,Brazil,€1.20m
Sébastien Corchia,FC Nantes,Right-Back,"Nov 1, 1990",32,France,€1.00m
Mathieu Acapandié,FC Nantes,Right-Back,"Dec 14, 2004",18,France,-
Pedro Chirivella,FC Nantes,Defensive Midfield,"May 23, 1997",26,Spain,€6.00m
Lohann Doucet,FC Nantes,Defensive Midfield,"Sep 14, 2002",20,France,€700k
Samuel Moutoussamy,FC Nantes,Central Midfield,"Aug 12, 1996",26,DR Congo,€5.00m
Moussa Sissoko,FC Nantes,Central Midfield,"Aug 16, 1989",33,France,€2.50m
Mohamed Achi,FC Nantes,Central Midfield,"Jan 16, 2002",21,France,€300k
Ludovic Blas,FC Nantes,Attacking Midfield,"Dec 31, 1997",25,France,€20.00m
Florent Mollet,FC Nantes,Attacking Midfield,"Nov 19, 1991",31,France,€2.00m
Samuel Yépié Yépié,FC Nantes,Attacking Midfield,"Oct 2, 2002",20,France,€150k
Moses Simon,FC Nantes,Left Winger,"Jul 12, 1995",27,Nigeria,€8.00m
Gor Manvelyan,FC Nantes,Left Winger,"Apr 9, 2002",21,Armenia,€400k
Santiago Eneme,FC Nantes,Left Winger,"Sep 29, 2000",22,Equatorial Guinea,€150k
Stredair Appuah,FC Nantes,Left Winger,"Jun 27, 2004",19,France,€150k
Marcus Coco,FC Nantes,Right Winger,"Jun 24, 1996",27,Guadeloupe,€1.20m
Abdoul Kader Bamba,FC Nantes,Right Winger,"Apr 25, 1994",29,France,€900k
Andy Delort,FC Nantes,Centre-Forward,"Oct 9, 1991",31,Algeria,€7.00m
Mostafa Mohamed,FC Nantes,Centre-Forward,"Nov 28, 1997",25,Egypt,€6.00m
Evann Guessand,FC Nantes,Centre-Forward,"Jul 1, 2001",21,Cote d'Ivoire,€4.50m
Ignatius Ganago,FC Nantes,Centre-Forward,"Feb 16, 1999",24,Cameroon,€4.00m
Joe-Loïc Affamah,FC Nantes,Centre-Forward,"Jun 29, 2002",21,France,€125k
Maxime Dupé,FC Toulouse,Goalkeeper,"Mar 4, 1993",30,France,€2.50m
Kjetil Haug,FC Toulouse,Goalkeeper,"Jun 12, 1998",25,Norway,€400k
Thomas Himeur,FC Toulouse,Goalkeeper,"Jan 17, 2001",22,France,€150k
Guillaume Restes,FC Toulouse,Goalkeeper,"Mar 11, 2005",18,France,-
Anthony Rouault,FC Toulouse,Centre-Back,"May 29, 2001",22,France,€10.00m
Rasmus Nicolaisen,FC Toulouse,Centre-Back,"Mar 16, 1997",26,Denmark,€6.00m
Logan Costa,FC Toulouse,Centre-Back,"Apr 1, 2001",22,Cape Verde,€1.20m
Moussa Diarra,FC Toulouse,Centre-Back,"Nov 10, 2000",22,Mali,€800k
Kévin Keben,FC Toulouse,Centre-Back,"Jan 26, 2004",19,Cameroon,€400k
Christian Mawissa,FC Toulouse,Centre-Back,"Apr 18, 2005",18,France,€250k
Issiaga Sylla,FC Toulouse,Left-Back,"Jan 1, 1994",29,Guinea,€2.50m
Gabriel Suazo,FC Toulouse,Left-Back,"Aug 9, 1997",25,Chile,€2.50m
Oliver Zandén,FC Toulouse,Left-Back,"Aug 14, 2001",21,Sweden,€1.00m
Ylies Aradj,FC Toulouse,Left-Back,"Jun 5, 2005",18,France,€50k
Mikkel Desler,FC Toulouse,Right-Back,"Feb 19, 1995",28,Denmark,€2.50m
Warren Kamanzi,FC Toulouse,Right-Back,"Nov 11, 2000",22,Norway,€1.20m
Stijn Spierings,FC Toulouse,Defensive Midfield,"Mar 12, 1996",27,Netherlands,€6.00m
Branco van den Boomen,FC Toulouse,Central Midfield,"Jul 21, 1995",27,Netherlands,€12.00m
Brecht Dejaegere,FC Toulouse,Central Midfield,"May 29, 1991",32,Belgium,€1.80m
Vincent Sierro,FC Toulouse,Central Midfield,"Oct 8, 1995",27,Switzerland,€1.50m
Theocharis Tsingaras,FC Toulouse,Central Midfield,"Aug 20, 2000",22,Greece,€1.20m
Steve Mvoué,FC Toulouse,Central Midfield,"Feb 2, 2002",21,Cameroon,€400k
Farès Chaïbi,FC Toulouse,Attacking Midfield,"Nov 28, 2002",20,Algeria,€10.00m
Denis Genreau,FC Toulouse,Attacking Midfield,"May 21, 1999",24,Australia,€1.50m
Naatan Skyttä,FC Toulouse,Attacking Midfield,"May 7, 2002",21,Finland,€500k
Edhy Zuliani,FC Toulouse,Attacking Midfield,"Aug 11, 2004",18,Algeria,€50k
Rafael Ratão,FC Toulouse,Left Winger,"Nov 30, 1995",27,Brazil,€2.50m
Junior Flemmings,FC Toulouse,Left Winger,"Jan 16, 1996",27,Jamaica,€350k
Zakaria Aboukhlal,FC Toulouse,Right Winger,"Feb 18, 2000",23,Morocco,€9.00m
Nathan Ngoumou,FC Toulouse,Right Winger,"Mar 14, 2000",23,France,€5.00m
Veljko Birmancevic,FC Toulouse,Right Winger,"Mar 5, 1998",25,Serbia,€3.00m
Thijs Dallinga,FC Toulouse,Centre-Forward,"Aug 3, 2000",22,Netherlands,€12.00m
Rhys Healey,FC Toulouse,Centre-Forward,"Dec 6, 1994",28,England,€2.50m
Ado Onaiwu,FC Toulouse,Centre-Forward,"Nov 8, 1995",27,Japan,€1.50m
Said Hamulic,FC Toulouse,Centre-Forward,"Nov 12, 2000",22,Bosnia-Herzegovina,€1.50m
Yanis Begraoui,FC Toulouse,Centre-Forward,"Jul 4, 2001",21,Morocco,€1.00m
Bonota Traoré,FC Toulouse,Centre-Forward,"Jun 30, 2003",20,France,€50k
Marco Bizot,Stade Brestois 29,Goalkeeper,"Mar 10, 1991",32,Netherlands,€3.50m
Joaquín Blázquez,Stade Brestois 29,Goalkeeper,"Jan 28, 2001",22,Argentina,€400k
Grégoire Coudert,Stade Brestois 29,Goalkeeper,"Apr 3, 1999",24,France,€150k
Lilian Brassier,Stade Brestois 29,Centre-Back,"Nov 2, 1999",23,France,€5.00m
Brendan Chardonnet,Stade Brestois 29,Centre-Back,"Dec 22, 1994",28,France,€5.00m
Jean-Kévin Duverne,Stade Brestois 29,Centre-Back,"Jul 12, 1997",25,Haiti,€4.00m
Achraf Dari,Stade Brestois 29,Centre-Back,"May 6, 1999",24,Morocco,€2.00m
Christophe Hérelle,Stade Brestois 29,Centre-Back,"Aug 22, 1992",30,Martinique,€2.00m
Josué Escartin,Stade Brestois 29,Centre-Back,"Mar 21, 2003",20,France,€150k
Bradley Locko,Stade Brestois 29,Left-Back,"May 6, 2002",21,France,€2.50m
Jere Uronen,Stade Brestois 29,Left-Back,"Jul 13, 1994",28,Finland,€1.00m
Kenny Lala,Stade Brestois 29,Right-Back,"Oct 3, 1991",31,France,€1.50m
Noah Fadiga,Stade Brestois 29,Right-Back,"Dec 3, 1999",23,Senegal,€1.20m
Pierre Lees-Melou,Stade Brestois 29,Defensive Midfield,"May 25, 1993",30,France,€4.00m
Haris Belkebla,Stade Brestois 29,Central Midfield,"Jan 28, 1994",29,Algeria,€3.00m
Mahdi Camara,Stade Brestois 29,Central Midfield,"Jun 30, 1998",25,France,€3.00m
Hugo Magnetti,Stade Brestois 29,Central Midfield,"May 30, 1998",25,France,€2.00m
Hianga'a Mbock,Stade Brestois 29,Central Midfield,"Dec 28, 1999",23,France,€1.20m
Félix Lemaréchal,Stade Brestois 29,Central Midfield,"Aug 7, 2003",19,France,€1.00m
Axel Camblan,Stade Brestois 29,Left Midfield,"Aug 30, 2003",19,France,€400k
Karamoko Dembélé,Stade Brestois 29,Attacking Midfield,"Feb 22, 2003",20,England,€500k
Jérémy Le Douaron,Stade Brestois 29,Left Winger,"Apr 21, 1998",25,France,€4.50m
Mathias Pereira Lage,Stade Brestois 29,Left Winger,"Nov 30, 1996",26,France,€2.00m
Youcef Belaïli,Stade Brestois 29,Left Winger,"Mar 14, 1992",31,Algeria,€1.50m
Franck Honorat,Stade Brestois 29,Right Winger,"Aug 11, 1996",26,France,€10.00m
Romain Del Castillo,Stade Brestois 29,Right Winger,"Mar 29, 1996",27,France,€3.00m
Alberth Elis,Stade Brestois 29,Right Winger,"Feb 12, 1996",27,Honduras,€2.50m
Steve Mounié,Stade Brestois 29,Centre-Forward,"Sep 29, 1994",28,Benin,€5.00m
Irvin Cardona,Stade Brestois 29,Centre-Forward,"Aug 8, 1997",25,France,€2.50m
Islam Slimani,Stade Brestois 29,Centre-Forward,"Jun 18, 1988",35,Algeria,€1.50m
Taïryk Arconte,Stade Brestois 29,Centre-Forward,"Nov 12, 2003",19,Guadeloupe,€500k
Loïc Rémy,Stade Brestois 29,Centre-Forward,"Jan 2, 1987",36,France,€150k
Gauthier Gallon,ESTAC Troyes,Goalkeeper,"Apr 23, 1993",30,France,€2.00m
Mateusz Lis,ESTAC Troyes,Goalkeeper,"Feb 27, 1997",26,Poland,€900k
Jessy Moulin,ESTAC Troyes,Goalkeeper,"Jan 13, 1986",37,France,€200k
Corentin Michel,ESTAC Troyes,Goalkeeper,"Mar 20, 2000",23,Belgium,€150k
Jackson Porozo,ESTAC Troyes,Centre-Back,"Aug 4, 2000",22,Ecuador,€3.00m
Erik Palmer-Brown,ESTAC Troyes,Centre-Back,"Apr 24, 1997",26,United States,€2.50m
Yoann Salmier,ESTAC Troyes,Centre-Back,"Nov 21, 1992",30,French Guiana,€2.00m
Tanguy Zoukrou,ESTAC Troyes,Centre-Back,"May 7, 2003",20,France,€1.00m
Adil Rami,ESTAC Troyes,Centre-Back,"Dec 27, 1985",37,France,€250k
Eric N'Jo,ESTAC Troyes,Centre-Back,"Jun 1, 2004",19,France,€200k
Rudy Kohon,ESTAC Troyes,Centre-Back,"May 23, 2004",19,France,€100k
Yasser Larouci,ESTAC Troyes,Left-Back,"Jan 1, 2001",22,Algeria,€3.50m
Abdu Conté,ESTAC Troyes,Left-Back,"Mar 24, 1998",25,Portugal,€2.00m
Mathis Hamdi,ESTAC Troyes,Left-Back,"Oct 18, 2003",19,France,€150k
Thierno Baldé,ESTAC Troyes,Right-Back,"Jun 10, 2002",21,France,€4.00m
Andreas Bruus,ESTAC Troyes,Right-Back,"Jan 16, 1999",24,Denmark,€2.00m
Lucien Agoumé,ESTAC Troyes,Defensive Midfield,"Feb 9, 2002",21,France,€7.00m
Rominigue Kouamé,ESTAC Troyes,Central Midfield,"Dec 17, 1996",26,Mali,€4.50m
Florian Tardieu,ESTAC Troyes,Central Midfield,"Apr 22, 1992",31,France,€2.00m
Xavier Chavalerin,ESTAC Troyes,Central Midfield,"Mar 7, 1991",32,France,€1.50m
Ante Palaversa,ESTAC Troyes,Central Midfield,"Apr 6, 2000",23,Croatia,€700k
Tristan Dingomé,ESTAC Troyes,Central Midfield,"Feb 17, 1991",32,Cameroon,€500k
Derek Mazou-Sacko,ESTAC Troyes,Central Midfield,"Oct 6, 2004",18,France,€250k
Danel Dongmo,ESTAC Troyes,Central Midfield,"Jan 31, 2001",22,Cameroon,€100k
Jeff Reine-Adélaïde,ESTAC Troyes,Attacking Midfield,"Jan 17, 1998",25,France,€5.00m
Ryan Fage,ESTAC Troyes,Attacking Midfield,"Oct 31, 2003",19,France,€50k
Wilson Odobert,ESTAC Troyes,Left Winger,"Nov 28, 2004",18,France,€6.00m
Alexis Tibidi,ESTAC Troyes,Left Winger,"Nov 3, 2003",19,France,€2.00m
Amar Fatah,ESTAC Troyes,Left Winger,"Feb 19, 2004",19,Sweden,€1.20m
Papa Ndiaga Yade,ESTAC Troyes,Left Winger,"Jan 5, 2000",23,Mauritania,€1.20m
Marlos Moreno,ESTAC Troyes,Left Winger,"Sep 20, 1996",26,Colombia,€950k
Levi Lumeka,ESTAC Troyes,Left Winger,"Sep 5, 1998",24,England,€200k
Rony Lopes,ESTAC Troyes,Right Winger,"Dec 28, 1995",27,Portugal,€4.00m
Renaud Ripart,ESTAC Troyes,Right Winger,"Mar 14, 1993",30,France,€2.50m
Kyliane Dong,ESTAC Troyes,Right Winger,"Sep 27, 2004",18,France,€500k
